영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
멜리스,2016-02-11,90914800,90914800,11484,11484,141,1465,한국,(주)드림팩트엔터테인먼트,15세이상관람가,공포(호러),김용운,"홍수아,임성언,양명헌,김하유,최초우,현봉식,조한선,조덕제,여호민,이창해,정다호,정부자,이윤선,양도현"
용궁탕,,47032,47032,62,62,1,2,한국,,,드라마,김용재,"성형진,장병표,고구인"
족벌 두 신문 이야기,2021-01-01,1936000,1936000,242,242,2,6,한국,(주)엣나인필름,[국내] 12세 관람가,다큐멘터리,"김용진,박중석",
돈 크라이 마미,2012-11-22,10000000,-1781052493,2500,975462,1,14,한국,(주)에스비에스콘텐츠허브,15세이상관람가,스릴러,김용한,"유선,남보라,유오성,동호,권현상,이해신,전진희,양세희,신동미,길해연,이창훈,곽자형"
미스터 고,2013-07-17,1038000,749079408,173,1329061,1,1,한국,(주)쇼박스,12세이상관람가,코미디,김용화,"서교,성동일,이훈민,임동욱,임승묵,임왕섭,천재성,최인호,박정훈,배지현,조재윤,변희봉,김성주,김인우,김희원,김태준,김고은,전신환,이양희,김응수,곽진무,김기천,김태훈"
신과함께-인과 연,2018-08-01,11583500,-401484695,1363,12276359,11,66,한국,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,판타지,김용화,"하정우,주지훈,김향기,마동석,김동욱,이정재,김기태,오희준,도경수,이준혁,이수봉,이용희,이우주,이우주,이준혁,이지향,이지향,이지혜,김지안,김철구,김태준,안용우,김학충,노남석,장재욱,전종석,박지선,박찬영,정진영,정지훈,권훈,권수정,김대근,김대현,김동욱,김민석,안지호,강민,조한철,임철수,민무제,강신철,홍기준,장광,정아미,김민종,홍인,류제승,최현종,김그림,양지수,강재은,전승재,정진영"
신과함께-죄와 벌,2017-12-20,1592500,-256444355,280,14411782,12,58,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,판타지,김용화,"하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태,성유빈,오희준,이준혁,유수빈,윤지온,임철수,나철,강길우,김민종,홍인,정순원,김그림,박윤호,양지수,김지나"
지푸라기라도 잡고 싶은 짐승들,2020-02-19,1162047454,1162047454,628977,628977,996,65645,한국,메가박스중앙(주)플러스엠,청소년관람불가,스릴러,김용훈,"전도연,정우성,배성우,윤여정,정만식,진경,신현빈,김준한,정가람,박지환,허동원,배진웅,장의돈,권혁범,윤태수,이이담,성도현,이상경,임호준,엄태옥,홍성덕,정재훈,성승택,김나래,박예림,구인정,정도영,조재완,김진만,심소영,김대한,손현준,황현,하재열,선율우,황인보,김정한,강성호,박정민,장의돈,홍택근,윤서정,오기환,정선우,김현임,황인성,박현준,이요섭,정대웅,이순화,현정애,김정남,유인혜,정지영,김희주,윤태수,오혜림,박세라,이예린"
참외향기,2018-05-31,522000,5132200,251,1257,1,15,한국,(주)영화사 그램,전체관람가,드라마,김우석,"지대한,동방우,김경룡,백학기,한태일,남포동,남지혜,강민성,김경애,김상혁,박승원,박준우,석현철,이소정,임덕은,천신남,함천길"
인디애니박스:셀마의 단백질 커피,2008-06-20,396000,18590800,81,3039,1,14,한국,,,,"김운기,구봉회",
전쟁은 끝나지 않았다,,124000,124000,24,24,1,3,한국,,,,김원구,
"유기농 섹드립 로맨스 ""오목리 미스킴""",2019-04-11,944000,944000,172,172,20,20,한국,,,,"김원기,윤민채",
"오징어, 땅콩",,49039,49039,59,59,1,1,한국,,,한국,김원모,
영하의 바람,2019-11-14,24142700,24284700,2910,2936,26,318,한국,(주)영화사 진진,12세이상관람가,드라마,김유리,"권한솔,옥수분,신동미,박종환,안진현,이규현,승의열,소유진,문성안,박서진,정희영,이무녕,안민영,김호연,최유리,최성우,문주영,김남호,김보림,박소영,이상문,윤서정,이효은,이미형,이요성,김정현,성인자,정한빈,김유미,심효진,주윤정,이주현,김은주,한은영,이은균,서정윤,김미경,심기보,옥지원,인성호,김태희,석현지,유인혜,박강설,김혜인,김다혜,장시연,최희영,이재우,박성연,신채연,유진주,강채린,배소연,이수민,이은승,김지예,정연우,이소정,전옥,조완수,김수민,김수진,김보령,강지윤,김지은,양예주,권유진,박지원,김규리,이지윤,김민재,이가현,임혜강,이다경,박예은,김서연,강혜진,한지윤,김승빈,이현채,한은비,박슬비,이지수,신유빈,이라온,이소희,서예나,박시은,홍현서,남궁준,우준혁,김동재,박현서,이현준,권경훈,신동혁,정진성,박상현,도현서,김태윤,황정민,송효린,황윤서,김나경,정예원,황예서,하지윤,정수현,문가람,장한주,김민서,김시영,하지우,김영훈,신선희,장주완,박규리,최예헌,황애솔,장연재,이나윤,임경택,위한별,윤수연,오소현,주혜림,이연홍,정지은,신예진,이혜림,이수진,정예진,임미섭,조은서,성채원,김윤이,박지수,공예림,이가은,채주희,이지원,박현빈,정해성,김서진,김희주,노유진,김민지,이지혜,고현주,이지은,남윤정,어보경,김재은,박성모,한혜담,강수연,김민정,김예리,이옥토,이정민,정서연,강민경,오가희,장보경,정하은,김다은,김덕일,태인호,서우진"
자전차왕 엄복동,2019-02-27,1304861670,1304861670,172212,172212,624,11245,한국,(주)셀트리온엔터테인먼트,12세이상관람가,드라마,김유성,"정지훈,강소라,이범수,민효린,김희원,고창석,이시언,오민애,박진주,이정현,강덕중,강문봉,박근형,강인구,강희욱,강희중,고수희,박상원,박선주,구민혁,박성택,박영일,박용수,박재우,김규리,박태준,김동민,김동하,송재호,배창호,신철진,김민수,김병욱,김병철,유현식,오승희,윤병희,김수웅,임채선,최명빈,장근영,최석환,이서준,허유리,정혁진,김재열,이지민,김기범,조용현,김희진,이찬유,이지환,윤종구,정규민,정규호,조현수,이경영,고재성,김지성,최철수,구본규,권솔로,차순배,정석원,최환,기연호,김광오,채서원,이도용,김문학,김민건,김슬우,조두영,조무건,이창훈,김일우,김재선,김종재,이채원,이원종,김용진,노희국,김한울,조준,조준,이혜원,도용구,김태훈,우민제,한철우,주정원,문경현,노광규,김태현,이윤수,문두환,유영준,이으뜸,정동현,김원진,이은솔,유혁,차석호,차성제,왁스,박경화,김찬수,이장원,신수항,박병우,박병호,이정필,김진호,최대철,이정홍,최동익,최래선,정혜윤,김진우,이충구,박시후,안수민,이한들,이한위,이승로,이승로,이화랑,이영배,이영서,이예성,박정욱,박혜린,임지춘,염호정,전종헌,전해솔,서재홍,손지안,임형태,손한결,장도영,하재우,백태훈,박기범,홍성환,한성빈,황민우,한태일,함태인,김광수,윤대근,김문학,이승철"
"신들의 땅, 앙코르",,116000,116000,39,39,1,2,한국,,,다큐멘터리,"김유열,김동준",
신기전,2008-09-04,60000,-1443397776,10,3728439,1,1,한국,CJ ENM,15세이상관람가,사극,김유진,"정재영,한은정,안성기,허준호,김명수,신정근,조원희,이광희,박윤희,조주현,최만수,박보람,박성배,이승근,이연우,김진규,이기오,주부진,이정인,김용재,이영수,김서현,김강일,김명국,차순배,리우진,이람"
클리어 코로나 19 - 오엠지,,490480,490480,66,66,3,15,한국,,,,"김윤미,유정수,김지산,석재승,김건우",
미성년,2019-04-11,-1800327346,-1800327346,293355,293355,673,27317,한국,(주)쇼박스,15세이상관람가,드라마,김윤석,"염정아,김소진,김혜준,박세진,김윤석,김희원,이희준,염혜란,이정은,미람,김혜윤,정이랑,정종준,전수빈,우민규,김대우,곽재훈,손유리,박예림,차상미,권유나,손가현,전승유,박중신,유창한,박화영,서병철,성도현,신치영,신하준,유미진,유순웅,여이레,김현석,김현숙,이상홍,곽나연,이상희,허다정,이준하,이지성,홍희자,황동욱,김종윤,김종한,황재열,정기욱,김영주,이명하,김왕도,주재윤,이윤재,송은정"
가을이야기,,600000,600000,120,120,1,1,한국,,,,"김윤식,김윤식",
사라지고 또렷해지는,,14400,46400,24,82,1,2,한국,,,애니메이션,김윤지,
여행하는 나무,,4375,4375,7,7,1,2,한국,,,,김윤희,
"똑똑똑, 안녕하세요. 천사입니다",,7125,74949,24,130,1,6,한국,,,애니메이션,김윤희,엄상현
내가 기억하는 것,,444730,444730,254,254,1,4,한국,,,다큐멘터리,"김은지,정해인,곽대희,최창엽,조임성",
최고의 식사,,4336,4336,8,8,1,2,한국,,,애니메이션,김은혜,
나르시스의 죽음,,65000,65000,10,10,1,2,한국,,[국내] 15세 관람가,한국,김응수,
물의 기원,,139000,139000,21,21,1,1,한국,,12세 관람가 ,한국,김응수,김태훈
초현실,,187000,256000,27,37,1,3,한국,,[국내] 전체 관람가,한국,김응수,
스크린 너머로,,478000,478000,82,82,1,7,한국,,,드라마,김응수,
옥주기행,,411000,503500,75,96,1,5,한국,,,다큐멘터리,김응수,
아버지 없는 삶,,9000,504000,1,103,1,1,한국,,,다큐멘터리,김응수,
산나리,,386000,753000,56,109,1,4,한국,,[국내] 12세 관람가,다큐멘터리,김응수,
"오, 사랑",,951000,1000000,136,143,1,5,한국,,[국내] 전체 관람가,다큐멘터리,김응수,
물속의 도시,,810000,1069000,162,219,1,3,한국,,,다큐멘터리,김응수,
개선문,1978-08-31,1200000,1200000,600,600,1,23,한국,,[국내] 12세 관람가,한국,김응천,"진유영,김보미,이계인"
시집 가는 날,,1220000,1220000,610,610,1,11,한국,,[국내] 청소년 관람불가,한국,김응천,"김진해,강주희,김정훈"
두 번째 겨울,2018-12-27,1952600,2085400,300,323,6,114,한국,(주)미로스페이스,12세이상관람가,드라마,김의곤,"이광현,김재우,박가영,송현석,이윤화,황다훈"
죄 많은 소녀,2018-09-13,2516500,186917450,301,22001,1,5,한국,CGV아트하우스,15세이상관람가,드라마,김의석,"전여빈,서영화,고원희,전소니,유재명,이봄,이태경,선우정아,허동원,김태준,서현우,정인기,손강국,박길수,윤혜리,김다빈,김다솔,김민경,김민성,김민주,김소진,김소희,김수민,김수민,김민아,김유민,김윤애,김은정,김종훈,김지호,김한솔,남승우,문광주,박성준,박수빈,박현지,백성빈,서지영,송지연,유승영,윤진,이경은,이민영,이슬기,이슬아,이승현,이영호,이원규,이진아,이호준,정선희,정순태,정요한,정한솔,조성진,조아라,최민우,최희수,한정훈,홍성은,최이슬,최교식,김상호,유정호,추연규,임영경,김민정"
"여름, 위를 걷다",,40800,40800,34,34,1,2,한국,,,한국,김이다,
소희의은근히꼴리는사생활,2019-05-24,5000,5000,1,1,1,1,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,김이슬,"안소희,민도윤"
소희의은근히꼴리는사생활-무삭제,2019-07-22,5000,5000,1,1,1,1,한국,,,,김이슬,
이모의유혹2-무삭제,2019-09-06,5000,5000,1,1,1,1,한국,,,,김이슬,
장모의유혹-무삭제,2019-05-10,5000,5000,1,1,1,1,한국,,,,김이슬,
내 처제가 된 첫사랑,2018-12-20,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,"박주빈,이진주"
정사 2018,2018-12-13,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
밀애 2019,2019-06-07,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
섹스하기 좋은 날,2019-03-15,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,박주빈
아내가 그놈에게 당했다,2019-12-26,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,"박주빈,도모세"
은밀한 관계,2019-07-26,6000,6000,1,1,1,1,한국,,[국내] 청소년 관람불가,멜로/로맨스,김이슬,
정사 2019,2019-12-26,6000,6000,1,1,1,1,한국,,[국내] 청소년 관람불가,에로,김이슬,
착한 누나,2020-03-31,6000,6000,1,1,1,1,한국,,[국내] 청소년 관람불가,에로,김이슬,
친구 누나 3,2019-03-14,6000,6000,1,1,1,1,한국,,[국내] 청소년 관람불가,멜로/로맨스,김이슬,
친구 아내,2019-03-28,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,"박주빈,도모세"
친절한 며느리,2019-06-27,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
맛있는 동거,2019-02-12,18000,18000,3,3,2,3,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
착한 누나 무삭제,2020-04-16,97000,97000,20,20,20,20,한국,,,,김이슬,
아내가 그놈에게 당했다 무삭제,2019-12-09,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,드라마,김이슬,"박주빈,도모세"
은밀한 관계 무삭제,2019-07-22,100000,100000,20,20,20,20,한국,,,,김이슬,
정사 2019 무삭제,2019-11-27,100000,100000,20,20,20,20,한국,,,,김이슬,
친절한 며느리 무삭제,2019-05-02,100000,100000,20,20,20,20,한국,,,,김이슬,
내 처제가 된 첫사랑 무삭제,2019-03-19,101000,101000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,박주빈
맛있는 동거 무삭제,2019-02-14,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
밀애 2019 무삭제,2019-05-21,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
친구 아내 무삭제,2019-03-26,105000,105000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,"박주빈,도모세"
친구 누나 3 무삭제,2019-03-07,107000,107000,21,21,20,20,한국,,,,김이슬,
정사 2018 무삭제,2019-02-21,109000,109000,22,22,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,이은미
섹스하기 좋은 날 무삭제,2019-03-12,177000,177000,58,58,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,"박주빈,도모세"
이모의유혹2,2019-07-05,639000,639000,110,110,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,김이슬,
장모의유혹,2019-02-22,764000,764000,116,116,20,20,한국,,[국내] 청소년 관람불가,에로,김이슬,"강한나,이은미,강민우"
수련,,936500,936500,242,242,1,15,한국,,,다큐멘터리,김이창,김이창
5백만불의 사나이,2012-07-19,739789500,739789500,104736,104736,331,6393,한국,(주)씨제이이엔엠,15세이상관람가,코미디,김익로,"박진영,조성하,민효린,조희봉,오정세,이병준,주광현,한유림,이원익,이유수,윤미영,김준배,한소율"
밀애,2014-07-24,16206000,16206000,4770,4770,19,44,한국,(주)레몬트리픽쳐스,청소년관람불가,드라마,"김인규,김민준","유라성,강기영,박재훈,허종우,이완섭"
