,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우,감독값
11249,돈으로 산 그녀의 정사,2018-10-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,아라키타로,['0'],1
11250,벗겨먹는 미망인,2018-06-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아라키타로,['0'],1
11251,충격 난교 스와핑,2017-06-15,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아라키타로,['0'],1
11252,빨간사과와 거유녀,2018-01-18,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,['0'],1
11253,뒷태가 이쁜 미망인,2016-06-15,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,"['사사키모토코', '아이다나나']",1
11254,백의의 난교클럽,2016-10-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,['아이다나나'],1
11255,유부녀 여사원 - 성희롱,2016-04-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,"['아다치아미', '사토미요코']",0
11256,음탕한 성욕유부녀,2016-09-28,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,['아야노사에'],1
11257,절대거유의 노출증,2016-07-27,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,['아이다나나'],1
11258,청순한 아내의 밤,2016-12-15,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,"['미즈미사키', '사토미요코']",1
11259,왕창 터진 거유미망인,2017-02-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,['아이다나나'],1
11260,주택집 처녀의 젖어 드는 하숙집,2017-03-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,아라키타로,['타케우치사리나'],1
11261,충격 자매 스와핑,2017-05-18,8000,8000,1,1,1,1,일본,0,청소년관람불가,에로,아라키타로,['미즈미사키'],1
11262,야외정사와 노출증,2017-10-26,18000,18000,3,3,1,1,일본,0,청소년관람불가,에로,아라키타로,['0'],1
11263,주유소 알바녀와 뜨거운 여름,2017-10-26,18000,18000,3,3,1,1,일본,0,청소년관람불가,에로,아라키타로,['0'],1
11264,진격의 거인: 자유의 날개,2015-12-10,46345600,46345600,6026,6026,37,560,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션,아라키테츠로,"['카지유키', '이시카와유이', '이노우에마리나']",24450
11265,진격의 거인: 홍련의 화살,2015-01-28,192575800,192575800,24450,24450,82,1659,일본,BoXoo엔터테인먼트,15세이상관람가,애니메이션,아라키테츠로,"['카지유우키', '이시카와유이', '이노우에마리나']",0
11266,섹스의존증의 여자,2016-05-04,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,['아이다스미레'],0
11267,댄싱 베토벤,2018-02-22,44888500,44888500,6186,6186,43,660,스페인,마노엔터테인먼트,전체관람가,다큐멘터리,0,"['주빈메타', '오스카차콘', '줄리앙파브로']",0
11268,시럽,2015-10-15,5000,5000,1,1,1,1,미국,(주)티에스앤컴퍼니,15세이상관람가,코미디,0,"['앰버허드', '실로페르난데즈']",0
11269,라피,1900-01-01,1836000,1836000,321,321,2,3,독일,0,등급없음,장르없음,0,['0'],0
11270,우리가 사는 방식,1900-01-01,309000,309000,115,115,1,2,미국,0,등급없음,다큐멘터리,0,['0'],0
11271,아파트,1900-01-01,132000,132000,33,33,1,1,기타,0,등급없음,다큐멘터리,0,['0'],0
11272,델타포스2,1991-09-20,180000,180000,90,90,1,4,미국,0,청소년관람불가,액션,0,"['척노리스', '빌리드라고', '존P.라이언']",0
11273,파노스와 요르고스 그리고 당나귀,2017-02-11,1188000,1188000,208,208,1,31,독일,(유)영화사화수분,12세이상관람가,드라마,0,"['크리스토프마리아허브스트', '아담보스도코스']",0
11274,위자 크래프트,2020-07-20,1000,1000,1,1,1,1,미국,0,등급없음,장르없음,아론머티스,['0'],3450
11275,더 넌: 수녀의 저주,2018-11-03,2155000,5787000,431,1110,1,1,미국,0,등급없음,장르없음,아론머티스,['0'],2905
11276,그것: 광대의 저주,2018-04-18,7348000,7348000,2905,2905,3,14,미국,0,등급없음,장르없음,아론머티스,['0'],0
11277,사냥의 시간: 데스 게임,2020-06-22,24370520,24370520,6337,6337,14,105,미국,0,등급없음,장르없음,아론머티스,['0'],2007
11278,트라이얼 오브 더 시카고 7,2020-10-07,35893730,35893730,4412,4412,103,1168,미국,메가박스중앙(주)플러스엠,15세이상관람가,드라마,아론소킨,"['사챠바론코헨', '에디레드메인', '야히아압둘마틴2세']",12910
11279,몰리스 게임,2018-09-06,99303971,99303971,12910,12910,271,2664,미국,(주)영화사빅,15세이상관람가,드라마,아론소킨,"['제시카차스테인', '이드리스엘바', '케빈코스트너']",0
11280,서커스 가족,1900-01-01,20000,20000,8,8,1,2,기타,0,등급없음,장르없음,0,['0'],0
11281,완전범죄: 키드냅,2018-03-29,55000,55000,38,38,5,38,캐나다,(유)조이앤컨텐츠그룹,15세이상관람가,스릴러,아론우들리,"['케빈지거스', '레이리오타', '로라밴더부트']",0
11282,스파키,2018-04-12,257040200,257040200,35436,35436,312,1949,한국,예지림엔터테인먼트,전체관람가,애니메이션,아론우들리,"['제시카비엘', '수잔서랜든']",38
11283,콜드 웨더,1900-01-01,35000,35000,7,7,1,2,미국,0,등급없음,코미디,0,"['크리스란케노', '트리스트켈리던', '라울카스틸로']",0
11284,일렉트릭 러브,1900-01-01,106752,106752,192,192,1,1,한국,0,15세이상관람가,장르없음,0,"['미아세라피노', '에릭그리핀', '카일하워드']",0
11285,이웃의 아내,2020-05-26,2000000,2000000,400,400,10,23,미국,(주)제이브로,15세이상관람가,스릴러,0,"['윌리엄피츠너', '마이클로젠바움', '장루이자켈리']",0
11286,핑크,1900-01-01,95000,95000,95,95,1,2,기타,0,등급없음,드라마,0,"['아미타브밧찬', '피유시미쉬라', '키르티쿨하리']",0
11287,로보싸커,2014-07-03,64639200,64639200,9541,9541,115,610,기타,와이드릴리즈(주),전체관람가,애니메이션,0,['임주현'],0
11288,숲속왕국의 꿀벌 여왕,2019-03-14,172105990,172105990,22241,22241,372,1773,프랑스,(주)팝엔터테인먼트,전체관람가,애니메이션,0,"['최원형', '장은숙', '안종덕']",0
11289,그 누구도 아닌,2020-03-26,19523000,19523000,2370,2370,74,673,프랑스,그린나래미디어(주),15세이상관람가,드라마,아르노데팔리에르,"['아델에넬', '아델에그자르코풀로스']",0
11290,미하엘 콜하스의 선택,2014-02-27,100000,51952200,20,6842,1,1,프랑스,(주)영화사진진,청소년관람불가,드라마,아르노데팔리에르,"['매즈미켈슨', '폴바텔', '데이빗베넨트']",0
11291,크리스마스 이야기,1900-01-01,200000,200000,29,29,1,1,프랑스,0,등급없음,드라마,아르노데스플레생,"['까뜨린느드뇌브', '장폴루시욜']",0
11292,마이 골든 데이즈,1900-01-01,3908000,3908000,494,494,3,16,프랑스,(주)블룸즈베리리소시스리미티드,청소년관람불가,멜로로맨스,아르노데스플레생,"['쿠엔틴돌마이레', '루로이레콜리넷', '마티유아말릭']",0
11293,러브 이즈 크라임,2015-05-30,2121000,2121000,314,314,5,20,프랑스,(주)더블앤조이픽쳐스,청소년관람불가,드라마,0,"['마티유아말릭', '카린비아르', '마이웬르베스코']",0
11294,어웨이큰: 원혼의 부활,2014-10-23,250000,250000,50,50,1,1,미국,주식회사루믹스미디어,청소년관람불가,미스터리,0,['줄리앤미쉘'],0
11295,누군가 어디에서 나를 기다리면 좋겠다,2020-12-17,23895850,23895850,2981,2981,54,492,프랑스,(주)영화사진진,15세이상관람가,드라마,0,"['장-폴루브', '앨리스태그리오니', '오로르클레망']",0
11296,플로이,2018-08-15,334782300,334782300,44907,44907,242,1790,기타,(주)스마일이엔티,전체관람가,애니메이션,0,['하하'],0
11297,라스트 엘비스,2015-01-07,8000,8000,1,1,1,1,기타,(주)소나무픽쳐스,15세이상관람가,드라마,0,['존맥키너니'],0
11298,마법의 트럼펫,1900-01-01,7917,7917,19,19,1,3,프랑스,0,전체관람가,애니메이션,0,['0'],0
11299,마티나: 위험한 정사,2020-03-24,5000,5000,1,1,1,1,기타,(주)소나무픽쳐스,청소년관람불가,멜로로맨스,0,"['필립메이어', '로미나톤코비치', '라나우예비치']",0
11300,농부 잭,1900-01-01,20293,20293,91,91,1,2,기타,0,등급없음,장르없음,0,['0'],0
11301,더 와처스: 라스트 히어로,2017-04-28,3000,3000,1,1,1,1,기타,(주)퍼스트런,15세이상관람가,범죄,아르툠악세넨코,"['알렉산드라보르티취', '일리야말라닌']",1
11302,더 와처스: 방콕,2017-05-15,3000,3000,1,1,1,1,기타,(주)퍼스트런,15세이상관람가,범죄,아르툠악세넨코,"['알렉산드라보르티취', '일리야말라닌']",1
11303,더 와처스: 잭 팟,2017-04-17,3000,3000,1,1,1,1,기타,(주)퍼스트런,15세이상관람가,범죄,아르툠악세넨코,"['알렉산드라보르티취', '일리야말라닌']",1
11304,더 와처스: 비기닝,2017-03-31,5000,5000,1,1,1,1,기타,0,15세이상관람가,범죄,아르툠악세넨코,"['알렉산드라보르티취', '일리야말라닌', '데니스쉬베도프']",0
11305,미스틱 게임,2018-11-22,10000,10000,2,2,1,1,기타,0,15세이상관람가,판타지,아르툠악세넨코,['0'],1
11306,몬스터 랜드,2019-05-16,41733320,41733320,5841,5841,197,716,프랑스,와이드릴리즈(주),전체관람가,애니메이션,0,"['이창민', '고구인', '박성영']",0
11307,해피 뉴 라이프,1900-01-01,140000,140000,31,31,1,2,기타,0,등급없음,드라마,0,['오스즈카니아리'],0
11308,쥬라기 헌터,2015-07-16,5000,5000,1,1,1,1,미국,브릿지웍스엔터테인먼트(주),청소년관람불가,액션,0,"['에릭로버츠', '립힐리스']",0
11309,퀸카가 아니어도 좋아,2016-02-25,10009000,10009000,1810,1810,20,33,미국,와이드릴리즈(주),15세이상관람가,멜로로맨스,아리산델,"['매휘트먼', '로비아멜', '벨라손']",0
11310,구스범스: 몬스터의 역습,2018-11-07,206296600,206296600,25857,25857,167,2691,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,판타지,아리산델,"['잭블랙', '켄정', '매디슨아이스먼']",1810
11311,미드소마 감독판,2019-10-03,55883660,55883660,6134,6134,37,440,미국,(주)팝엔터테인먼트,청소년관람불가,공포,아리애스터,"['플로렌스퓨', '잭레이너']",135654
11312,미드소마,2019-07-11,816711716,816711716,89849,89849,388,5476,미국,(주)팝엔터테인먼트,청소년관람불가,공포,아리애스터,"['플로렌스퓨', '잭레이너', '윌폴터']",181459
11313,유전,2018-06-07,33432540,1598343478,3812,181459,78,666,미국,(주)팝엔터테인먼트,15세이상관람가,공포,아리애스터,"['토니콜렛', '가브리엘번', '알렉스울프']",0
11314,나홀로,1900-01-01,12000,12000,3,3,1,2,기타,0,등급없음,어드벤처,0,"['베르그쏘우르쏘르발트손', '쏘우르디스휠다아우르나토우티르']",0
11315,페이스 오브 러브,2014-04-16,597286405,597286405,80699,80699,222,5521,미국,(주)영화사빅,15세이상관람가,드라마,0,"['아네트베닝', '에드해리스', '로빈윌리엄스']",0
11316,더 콩그레스,2014-06-05,9203000,9203000,1315,1315,13,163,기타,(주)팝엔터테인먼트,15세이상관람가,애니메이션,0,"['로빈라이트', '하비케이틀', '대니휴스턴']",0
11317,2016 최강애니전 - 중국 독립애니메이션 포럼,1900-01-01,258000,258000,48,48,1,2,기타,0,등급없음,장르없음,0,['0'],0
11318,테라 3D: 인류 최후의 전쟁,2010-11-04,104543000,104547000,9863,9864,47,1026,미국,주식회사마운틴픽쳐스,전체관람가,애니메이션,0,"['채드앨런', '로잔나아퀘트']",0
11319,유년의 끝,1900-01-01,17500,17500,6,6,1,1,기타,0,등급없음,다큐멘터리,0,['0'],0
11320,다큐 패밀리 : 단편묶음 3,1900-01-01,15000,15000,3,3,1,2,기타,0,등급없음,장르없음,0,['0'],0
11321,수라바야의 전투,1900-01-01,1422000,1422000,237,237,1,2,기타,0,등급없음,애니메이션,0,"['레자라하디안', '모디아운다']",0
11322,크리미널-무삭제 특별판,1900-01-01,1000,1000,1,1,1,1,미국,0,등급없음,장르없음,아리엘브로멘,['0'],0
11323,화이트 카오스,2012-11-03,400000,400000,75,75,1,1,미국,(유)조이앤컨텐츠그룹,청소년관람불가,스릴러,아리엘브로멘,"['에릭발포', '콜린행크스']",0
11324,아이스맨,2014-03-27,10518000,10518000,10910,10910,20,83,미국,스크린조이,청소년관람불가,범죄,아리엘브로멘,"['크리스에반스', '대니A.아벡캐저', '마이클섀넌']",75
11325,크리미널,2016-06-22,738985181,738985181,92358,92358,351,7018,영국,(주)영화사빅,15세이상관람가,액션,아리엘브로멘,"['라이언레이놀즈', '케빈코스트너', '게리올드만']",10910
11326,파라노말 액티비티4,2012-10-25,384064500,384064500,54461,54461,173,3180,미국,CJENM,15세이상관람가,스릴러,0,"['케이티피더스턴', '캐서린뉴튼']",0
11327,안젤리크,2016-01-28,226000,3322000,113,712,1,9,프랑스,(주)더블앤조이픽쳐스,청소년관람불가,드라마,아리엘제이통,"['노라아르네제더', '제라르랑방']",0
11328,야마카시,2003-12-05,65707500,65707500,10032,10032,4,264,프랑스,코리아픽처스,15세이상관람가,액션,아리엘제이통,"['쇼벨딘', '윌리엄스벨']",0
11329,소년 파르티잔,2016-03-10,0,13167100,0,1862,1,2,기타,찬란,15세이상관람가,드라마,0,"['뱅상카셀', '제레미샤브리엘']",0
11330,리버풀의 골키퍼,1900-01-01,167500,167500,52,52,1,3,기타,0,등급없음,장르없음,아릴드안드레센,['0'],0
11331,나는 아들을 사랑하지 않는다,2017-11-30,14196900,14196900,1904,1904,15,173,기타,주식회사씨네룩스,12세이상관람가,드라마,아릴드안드레센,"['크리스토퍼조너', '크리스토페르베치', '말론모레노']",0
11332,열흘 밤의 꿈,2008-12-18,2211500,4776500,395,781,2,85,일본,시네마밸리,12세이상관람가,판타지,0,"['토다에리카', '마츠야마켄이치']",0
11333,소울 오브 락,2014-02-08,5000,5000,10,10,1,1,일본,(주)영진크리에이티브,15세이상관람가,코미디,0,"['아리스에마유코', '키미지마아사야', '마키타테츠야']",0
11334,베이글녀들의 성감클럽,2016-03-31,300000,300000,60,60,1,1,일본,(주)콘텐츠랩자박,청소년관람불가,멜로로맨스,0,['스키시마에미리'],0
11335,태양의 인큐베이터,1900-01-01,64000,64000,32,32,1,3,기타,0,등급없음,드라마,아마르알베이크,['0'],0
11336,아트 앤 다큐 : 단편묶음,1900-01-01,32500,32500,7,7,1,2,기타,0,등급없음,장르없음,아마르알베이크,['0'],0
11337,언노운 콜,2017-05-04,158000,158000,56,56,5,56,미국,(유)조이앤컨텐츠그룹,15세이상관람가,범죄,아마리아올슨,['데이빗치섬'],1
11338,오퍼레이터,2015-11-19,5000,5000,1,1,1,1,미국,브릿지웍스엔터테인먼트(주),15세이상관람가,범죄,아마리아올슨,"['루크고스', '미샤바튼']",0
11339,바디 오브 씬,2019-10-15,300000,300000,60,60,1,1,미국,0,12세이상관람가,모험,아마리아올슨,"['엘리사크리스', '엘리패트리키오스']",56
11340,미망인들: 거칠게 해줘요,2017-05-26,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,아마엔보쇼군,['아오야마마키'],1
11341,위기의 여자들,2017-05-24,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,아마엔보쇼군,['호죠마키'],0
11342,착한 여자: 애플 엉덩이,2017-05-26,5000,5000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,아마엔보쇼군,['히카리히노'],1
11343,성인식:남자로 만들어줄게,2018-03-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,아마엔보쇼군,['0'],1
11344,유부녀와 속옷 도둑,2019-06-03,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아마엔보쇼군,['0'],1
11345,음란한 여사원들,2020-11-05,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아마엔보쇼군,['0'],1
11346,화끈한 가정부:질펀한 오후,2020-08-10,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아마엔보쇼군,['0'],1
11347,옆집 여자,2017-05-24,7000,7000,2,2,1,2,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,아마엔보쇼군,['모리나나코'],0
11348,충격! 변태커플,2015-04-15,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,"['아라이타카시', '미즈이마키']",0
11349,헬리,2014-08-28,336000,2430000,49,435,1,3,기타,(주)컴퍼니엘,청소년관람불가,드라마,0,"['아만도에스피티아', '안드레아베르가라', '케니존스턴']",0
11350,아침이 밝아 올 때,1900-01-01,11440,11440,16,16,1,2,캐나다,0,등급없음,애니메이션,아만다포비스,['0'],0
11351,야생의 삶,1900-01-01,11440,51654,16,133,1,2,캐나다,0,등급없음,애니메이션,아만다포비스,"['애덤블랙우드', '루바고이', '안토니베켄']",0
11352,스탈린이 죽었다!,2019-04-18,44724420,44724420,5558,5558,26,415,프랑스,M&M인터내셔널,15세이상관람가,코미디,0,"['스티브부세미', '제이슨아이삭스']",0
11353,밀로와 뒤죽박죽 마을,1900-01-01,4125,4125,7,7,1,2,프랑스,0,등급없음,애니메이션,0,['0'],0
11354,몽파르나스의 키키,1900-01-01,24633,24633,49,49,2,3,프랑스,0,등급없음,애니메이션,0,"['타케다에리코', '누리트자엠마누엘리앙', '앨런크자르네키']",0
11355,낙서와 설렘,1900-01-01,37180,37180,52,52,1,4,기타,0,등급없음,장르없음,0,['0'],0
11356,서안 지구 비망록,1900-01-01,39000,39000,9,9,1,3,프랑스,0,등급없음,다큐멘터리,0,['0'],0
11357,스탠리의 도시락,2012-03-08,3471500,318948500,648,47856,1,4,기타,타임스토리그룹(주),전체관람가,드라마,0,['파토르A.굽트'],0
11358,재키 앤 라이언,2015-11-19,23288000,23288000,3011,3011,62,507,미국,(주)팝엔터테인먼트,12세이상관람가,드라마,0,"['캐서린헤이글', '벤반스']",0
11359,폭풍우 치는 밤에: 비밀 친구,2013-05-01,249969500,249969500,38347,38347,231,2015,일본,(주)마인스엔터테인먼트,전체관람가,애니메이션,아미노테츠로,"['갈소원', '요시노히로유키', '쿠기미야리에']",84819
11360,꿀벌 하치의 대모험,2011-01-13,36610000,563272500,4935,84819,110,531,일본,(주)박수엔터테인먼트,전체관람가,애니메이션,아미노테츠로,['사이토아야카'],0
11361,브레이크 블레이드3: 운명의 장난,2013-06-19,56000,56000,8,8,1,4,일본,0,전체관람가,애니메이션,아미노테츠로,"['호시소이치로', '사이토치와', '나카무라유이치']",41058
11362,브레이크 블레이드 2 : 전쟁의 서막,2013-05-30,150000,150000,10,10,1,1,일본,0,전체관람가,애니메이션,아미노테츠로,"['호시소이치로', '사이토치와', '나카무라유이치']",61583
11363,컷,2012-02-09,18443900,18443900,2287,2287,11,245,일본,(주)영화사조제,청소년관람불가,드라마,0,"['니시지마히데토시', '토키와타카코']",0
11364,트렝가누 기행,1900-01-01,25000,25000,5,5,1,2,기타,0,등급없음,다큐멘터리,아미르무하마드,['0'],0
11365,커다란 두리안,1900-01-01,29000,29000,10,10,1,2,기타,0,등급없음,장르없음,아미르무하마드,['아미르무하마드'],0
11366,선 표시,1900-01-01,22700,22700,91,91,1,3,기타,0,등급없음,애니메이션,0,['0'],0
11367,지상의 별처럼,2012-09-06,8875000,159026500,1565,24965,5,9,기타,(주)엣나인필름,전체관람가,드라마,0,"['아미르칸', '다쉴사페리']",0
11368,뉴턴,1900-01-01,82000,476000,82,139,1,2,기타,0,등급없음,코미디,0,"['라지쿠마르야다브', '안잘리파틸', '라그비어야다브']",0
11369,모두의 천사 가디,2015-05-07,17896000,17896000,2696,2696,18,173,기타,(주)영화사오원,12세이상관람가,코미디,0,"['조르주카바즈', '라라레인']",0
11370,르로이,1900-01-01,84000,84000,21,21,1,2,독일,0,등급없음,코미디,0,"['알랭모렐', '안나하우스버그']",0
11371,발리 해변의 카우보이들,1900-01-01,460000,460000,156,156,1,4,기타,0,등급없음,다큐멘터리,0,['0'],0
11372,라구 라이의 사진 인생,1900-01-01,8000,8000,2,2,1,2,기타,0,등급없음,다큐멘터리,0,['0'],0
11373,발정난 여건물주,2020-04-08,1000,1000,1,1,1,1,일본,주식회사미콘,청소년관람불가,드라마,아바시리잇카,['야베히사에'],1
11374,변태작가의 색스런 이야기,2020-02-07,1000,1000,1,1,1,1,일본,주식회사미콘,청소년관람불가,드라마,아바시리잇카,['야베히사에'],0
11375,일곱 개의 대죄 : 천공의 포로,2018-11-29,85536100,85536100,10806,10806,88,952,일본,0,등급없음,장르없음,아베노리유키,['0'],38320
11376,흑집사 -북 오브 더 아틀란틱-,2017-04-13,859780,288227780,96,38320,5,18,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션,아베노리유키,"['오노다이스케', '사카모토마아야']",0
11377,추격,2014-04-24,50000,50000,10,10,1,1,미국,0,15세이상관람가,액션,0,"['닉에버스맨', '마틴스타', '매튜릴라드']",0
11378,울트라맨 제로: 베리알 은하제국,2016-09-08,300000,300000,60,60,1,1,일본,0,전체관람가,SF,0,"['코야나기유', '히라이즈미세이', '이시바시타모츠']",0
11379,잃어버린 천국,1900-01-01,476000,476000,92,92,1,4,프랑스,0,등급없음,드라마,0,['페르난드그라비'],0
11380,마리아,1900-01-01,214000,214000,42,42,1,3,프랑스,0,등급없음,드라마,아벨페라라,"['줄리엣비노쉬', '매튜모딘', '포레스트휘태커']",0
11381,나폴리 나폴리 나폴리,1900-01-01,252500,252500,59,59,1,2,이탈리아,0,등급없음,장르없음,아벨페라라,['0'],0
11382,토마소,1900-01-01,470000,470000,74,74,1,2,이탈리아,0,등급없음,드라마,아벨페라라,['윌렘대포'],0
11383,악질 경찰,1900-01-01,452000,452000,89,89,1,3,미국,0,등급없음,장르없음,아벨페라라,['0'],0
11384,어딕션,1998-07-01,730000,730000,112,112,1,2,미국,0,등급없음,장르없음,아벨페라라,['0'],0
11385,4:44 지구 최후의 날,1900-01-01,1329000,1329000,205,205,1,3,미국,0,청소년관람불가,드라마,아벨페라라,"['윌렘대포', '샤닌리', '나타샤리온']",0
11386,하이 레인,2009-09-09,878046000,878046000,115736,115736,159,10953,프랑스,CJENM,청소년관람불가,스릴러,0,"['파니발렛', '니콜라스지로드']",0
11387,하녀와 주인,1900-01-01,84000,84000,28,28,1,2,기타,0,등급없음,다큐멘터리,0,['0'],0
11388,포스 오브 이블,1900-01-01,960000,960000,151,151,1,2,미국,0,등급없음,장르없음,0,"['존가필드', '토마스고메즈', '샘애쉬']",0
11389,제3의 소시민,1900-01-01,137000,137000,23,23,1,3,기타,0,등급없음,코미디,아브람룸,['니콜라이바타로브'],0
11390,철 지난 꽃,1900-01-01,320000,320000,64,64,1,2,기타,0,15세이상관람가,장르없음,아브람룸,"['이리나라브렌트예바', '알렉산드르라자레브', '알렉산드르카노프']",0
11391,달리는 봇짐장수들,1900-01-01,15000,15000,3,3,1,1,기타,0,등급없음,다큐멘터리,0,['0'],0
11392,아이 필 프리티,2018-06-06,5555000,2132649300,998,241295,67,376,미국,(주)홈초이스,15세이상관람가,코미디,0,"['에이미슈머', '미쉘윌리엄스']",0
11393,내겐 너무 아찔한 새엄마,2019-10-03,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,멜로로맨스,아사기리조,['후키이시레나'],1
11394,수상한 우리숙모,2019-10-02,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,멜로로맨스,아사기리조,['마시로안'],0
11395,나를 노리는 처형,2019-10-05,1000,1000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,에로,아사기리조,['0'],1
11396,신입 여사원 길들이기,2020-08-04,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아사기리조,['0'],1
11397,아래층부부: 짐승같은 섹스,1900-01-01,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아사기리조,['0'],0
11398,음란 유부녀의 비밀 SNS,2020-08-04,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아사기리조,['0'],1
11399,최면에 빠진 하숙집 사모님,2020-03-29,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,아사기리조,['0'],1
11400,과외선생과 성적의 관계 2,2019-12-10,6000,6000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,에로,아사기리조,['0'],1
11401,위로가 필요한 윗집 여자,2020-03-28,6000,6000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,에로,아사기리조,['0'],1
11402,형수와 비밀스런 관계,2019-12-10,6000,6000,1,1,1,1,일본,(주)빅콘미디어,청소년관람불가,에로,아사기리조,['0'],1
11403,나이 어린 처형,2019-08-06,1000,1000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,아사기리키요시,['0'],1
11404,신입 여직원 길들이기,2018-11-20,2000,2000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,아사기리키요시,['0'],0
11405,처형의 유혹,2018-12-20,2000,2000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,아사기리키요시,['0'],1
11406,금지된 사랑 : 나는 친구의 아내를…,2019-01-25,2000,2000,1,1,1,1,일본,0,청소년관람불가,장르없음,아사기리키요시,['0'],1
11407,두 번째 불륜 프리섹스 선언!,2015-03-25,270000,270000,54,54,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,['에구치아이코'],0
11408,런어웨이걸의 정사,2014-04-16,40000,40000,10,10,1,1,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로로맨스,0,['아오야마로라'],0
11409,죽도록 아름다운 세상,2014-02-27,36000,36000,2,2,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,공포,0,"['김꽃비', '오하타나나코']",0
11410,현모양처: 더러운 불륜,1900-01-01,6000,6000,1,1,1,1,일본,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,0,['0'],0
11411,빙과,1900-01-01,320000,320000,38,38,2,4,일본,0,12세이상관람가,드라마,아사토마리,"['야마자키켄토', '히로세아리스', '혼고카나타']",0
11412,령 : 저주받은 사진,2015-06-04,277244253,277244253,36371,36371,253,3871,일본,(주)스톰픽쳐스코리아,15세이상관람가,공포,아사토마리,"['나카조아야미', '모리카와아오이', '야마야카스미']",0
11413,주온-원혼의 부활,2009-07-09,2101472000,2101472000,303473,303473,145,9338,일본,(주)쇼박스,15세이상관람가,공포,아사토마리,"['카고아이', '미나미아키나', '세토코지']",0
11414,부채,1900-01-01,175000,175000,41,41,1,3,기타,0,등급없음,스릴러,아사프베른슈타인,"['길라알마고', '네타가르티']",0
11415,룩 어웨이,2019-08-21,23390800,23390800,11022,11022,50,464,캐나다,(유)조이앤컨텐츠그룹,15세이상관람가,공포,아사프베른슈타인,"['제이슨아이삭스', '미라소르비노', '인디아아이슬리']",0
11416,일주일 그리고 하루,2018-04-05,36000,3283000,6,511,1,1,기타,알토미디어(주),15세이상관람가,드라마,0,"['샤이아비비', '이브게니아도디나', '토머카폰']",0
11417,나의 한국어 선생님,2019-05-21,442400,442400,52,52,1,8,일본,(주)미디어캐슬,12세이상관람가,멜로로맨스,아사하라유조,"['예성', '사사키노조미']",0
11418,무사의 레시피,1900-01-01,973000,973000,158,158,1,4,일본,0,전체관람가,서사,아사하라유조,"['우에토아야', '코라켄고', '요키미코']",0
11419,타락한 여자,2014-11-20,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,액션,0,['오가와아사미'],0
