영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,감독값,배급사값,배우합,배우평균
SICAF2011_경쟁 TV3,1900-01-01,75000,75000,15,15,1,2,기타,0,전체관람가,애니메이션,0,0,0,0,0
인디애니 씨앗터 7회,1900-01-01,75000,75000,15,15,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
웰컴 투 플레이하우스+애도일기+오늘을 그리다+발아를 위한 발악,1900-01-01,75000,75000,15,15,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
LGBT영화제)단편모음,1900-01-01,80000,80000,15,15,1,2,한국,0,15세이상관람가,드라마,0,0,0,0,0
SICAF2014 경쟁: 시카프 키드 4,1900-01-01,80900,80900,15,15,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
제15회 SIYFF-특별전 2: 청소년 성폭력 특별전 단편,1900-01-01,84000,84000,15,15,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
SICAF2014 이반 막시모프 회고전,1900-01-01,86000,86000,15,15,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
2011 GSFF-개막작,1900-01-01,89000,89000,15,15,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
SICAF2014 경쟁: 시카프 온라인,1900-01-01,89000,89000,15,15,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
대구독립영화 연말정산 2018_신작전,1900-01-01,104000,104000,15,15,1,1,한국,0,등급없음,드라마,0,0,0,0,0
해외 영화제 초청 단편의 경향 PART 1: 세계 3대 국제영화제,1900-01-01,106000,106000,15,15,1,1,한국,0,등급없음,드라마,0,0,0,0,0
루이스의 석유통,1900-01-01,26672,26672,16,16,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
한일단편애니메이션열전-임팩트3,1900-01-01,42000,42000,16,16,1,2,한국,0,12세이상관람가,애니메이션,0,0,0,0,0
8월단단한영화展,1900-01-01,42500,42500,16,16,1,2,한국,0,등급없음,멜로로맨스,0,0,0,0,0
역사와 기억+옅은 대기,1900-01-01,57500,57500,16,16,1,2,기타,0,15세이상관람가,장르없음,0,0,0,0,0
처음쓰는 영화비평-단편모음1,1900-01-01,76000,76000,16,16,1,1,한국,0,등급없음,드라마,0,0,0,0,0
AISFF 2019 특별상영: 캐스팅 마켓 매칭작,1900-01-01,79000,79000,16,16,1,1,한국,0,등급없음,드라마,0,0,0,0,0
인디애니 씨앗터 8회,1900-01-01,80000,80000,16,16,1,1,한국,0,등급없음,애니메이션,0,0,0,0,0
화산 아래의 삶,1900-01-01,80000,80000,16,16,1,2,이탈리아,0,등급없음,다큐멘터리,0,0,0,0,0
죽은 당나귀는 하이에나를 두려워하지 않는다,1900-01-01,80000,80000,16,16,1,3,기타,0,등급없음,다큐멘터리,0,0,0,0,0
PISAF2014-국제학생경쟁 3,1900-01-01,91000,91000,16,16,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2019 쿠와하타 루 특별전,1900-01-01,93000,93000,16,16,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 MIAF 추상애니메이션 특별전,1900-01-01,96000,96000,16,16,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 마이클 프레이 마스터 클래스,1900-01-01,96000,96000,16,16,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
Diff 2019 경쟁4,1900-01-01,112000,112000,16,16,1,1,한국,0,등급없음,드라마,0,0,0,0,0
FIWOM 2019 피움초이스7,1900-01-01,112000,112000,16,16,1,1,한국,0,등급없음,드라마,0,0,0,0,0
우리목소리_나만 없는 그곳,1900-01-01,112000,112000,16,16,1,1,한국,0,등급없음,드라마,0,0,0,0,0
숨+GV,1900-01-01,120000,120000,16,16,1,1,한국,0,등급없음,드라마,0,0,0,0,0
1월 단편 상상극장-우리들은 자란다,1900-01-01,126400,126400,16,16,1,4,한국,0,등급없음,드라마,0,0,0,0,0
배드 지니어스 더 시리즈: 섹션 4,1900-01-01,144000,144000,16,16,4,8,기타,(주)홈초이스,15세이상관람가,범죄,0,0,0,0,0
반짝이는 순간들-2,1900-01-01,75000,75000,17,17,1,2,기타,0,15세이상관람가,장르없음,0,0,0,0,0
발칙한 시선 1부 - 청소년2,1900-01-01,77500,77500,17,17,1,1,기타,0,12세이상관람가,장르없음,0,0,0,0,0
NaMaf2013-보이는 영상언어 단편선,1900-01-01,82000,82000,17,17,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
인디애니 씨앗터 5회,1900-01-01,85000,85000,17,17,1,1,한국,0,12세이상관람가,장르없음,0,0,0,0,0
SICAF2014 경쟁: 시카프 키드 2,1900-01-01,93000,93000,17,17,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
[SIAFF2016] 국제단편경쟁 2,1900-01-01,102000,102000,17,17,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
인디애니페스트2017 인도를 그리다,1900-01-01,102000,102000,17,17,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
플레이+감독특별전1,1900-01-01,113000,113000,17,17,1,1,한국,0,등급없음,드라마,0,0,0,0,0
Diff 2018 특별섹션2,1900-01-01,118000,118000,17,17,1,1,한국,0,등급없음,드라마,0,0,0,0,0
4월 수요단편극장 한국영화아카데미(KAFA) 특별전,1900-01-01,136000,136000,17,17,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
인디다큐페스티발2013 개막식,1900-01-01,170000,170000,17,17,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
인디다큐페스티발2016 폐막식,1900-01-01,170000,170000,17,17,1,1,한국,0,등급없음,다큐멘터리,0,0,0,0,0
SIPFF 2019 해외단편 3,1900-01-01,170000,170000,17,17,1,1,기타,0,등급없음,드라마,0,0,0,0,0
헬륨유감,1900-01-01,30006,30006,18,18,1,2,영국,0,등급없음,장르없음,0,0,0,0,0
[EIDF2011]마리아가 사는 방법+태양 아래 흐르는 소리,2011-08-19,54000,54000,18,18,1,2,기타,0,전체관람가,다큐멘터리,0,0,0,0,0
이달의 PICK!,1900-01-01,57500,57500,18,18,1,1,한국,0,등급없음,드라마,0,0,0,0,0
SICAF2012 수상작_단편,1900-01-01,86000,86000,18,18,1,1,기타,0,15세이상관람가,애니메이션,0,0,0,0,0
NaMaf2013-글로컬 구애전 단편2,1900-01-01,89000,89000,18,18,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
NeMaf 2011-본선구애전 섹션4_말이 닿지 않는 마음,1900-01-01,90000,90000,18,18,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
퍼펙트 블루 리마스터드 HD,1900-01-01,90000,90000,18,18,1,1,일본,0,청소년관람불가,애니메이션,0,0,0,0,0
AISFF2017 폴란드 애니메이션의 세계 1,1900-01-01,90000,90000,18,18,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2019 독립보행1,1900-01-01,102000,102000,18,18,1,1,한국,0,등급없음,애니메이션,0,0,0,0,0
[SIAFF2016] 국제단편경쟁 4,1900-01-01,104000,104000,18,18,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
저항의 애니메이터,1900-01-01,109000,109000,18,18,1,2,이탈리아,0,등급없음,다큐멘터리,0,0,0,0,0
플레이+감독특별전2,1900-01-01,120000,120000,18,18,1,1,한국,0,등급없음,드라마,0,0,0,0,0
배드 지니어스 더 시리즈: 섹션 2,1900-01-01,165900,165900,18,18,5,11,기타,(주)홈초이스,15세이상관람가,범죄,0,0,0,0,0
코끼리와 나비,1900-01-01,183000,183000,18,18,1,2,기타,0,등급없음,드라마,0,0,0,0,0
물의 여행+천강에 비친 달,1900-01-01,69000,69000,19,19,1,2,한국,0,12세이상관람가,장르없음,0,0,0,0,0
게임과 평화+5분만 더,1900-01-01,87500,87500,19,19,1,2,기타,0,12세이상관람가,장르없음,0,0,0,0,0
반짝이는 순간들-3,1900-01-01,92500,92500,19,19,1,2,기타,0,15세이상관람가,장르없음,0,0,0,0,0
"10월 금요단편극장-이상, 한가역반응",1900-01-01,93000,93000,19,19,1,1,한국,0,15세이상관람가,장르없음,0,0,0,0,0
인디애니페스트 2018 릴레이작가 초청전,1900-01-01,94000,94000,19,19,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
섹션3옐로우(Nostalgia),1900-01-01,95000,95000,19,19,1,3,기타,0,전체관람가,장르없음,0,0,0,0,0
씰룩씰룩 (춤/음악),1900-01-01,95000,95000,19,19,1,2,한국,0,등급없음,뮤지컬,0,0,0,0,0
인디애니페스트2017 릴레이작가 초청전,1900-01-01,108000,108000,19,19,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
음악 다큐 나잇,1900-01-01,190000,190000,19,19,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
PISAF2014-파워레인저 다이노포스,1900-01-01,40000,40000,20,20,1,1,일본,0,등급없음,애니메이션,0,0,0,0,0
알렉시스를 위한 노래 + 더 퀸,1900-01-01,43500,43500,20,20,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
(작은영화영화제)드라마틱 미쟝센,1900-01-01,60000,60000,20,20,1,1,한국,0,등급없음,드라마,0,0,0,0,0
2014 최강애니전-2014 최강임팩트2,1900-01-01,78000,78000,20,20,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2011_경쟁 TV2,1900-01-01,90000,90000,20,20,1,2,기타,0,전체관람가,애니메이션,0,0,0,0,0
2014 최강애니전-2014 최강임팩트4,1900-01-01,94000,94000,20,20,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
NeMaf 2011-새로운 상상+쓰임전 단편섹션2_월드+한국,1900-01-01,100000,100000,20,20,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
SICAF2011_경쟁단편_일반1,1900-01-01,100000,100000,20,20,1,3,독일,0,15세이상관람가,애니메이션,0,0,0,0,0
애니비전,1900-01-01,100000,100000,20,20,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
PISAF2013-유토피아1,1900-01-01,100000,100000,20,20,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
새엄마는 오늘도 오르가즘,2020-09-04,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,0,1,0,0
스와핑 : 아내의 친구,2019-11-18,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로로맨스,0,0,32,0,0
아들 여친이 샤워를 하고 있다,2020-09-04,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,0,1,0,0
엄마의 유혹 2,2019-12-02,100000,100000,20,20,20,20,한국,(주)영화사가을,청소년관람불가,멜로로맨스,0,0,32,0,0
유카타를 벗고 홀딱 마사지,2020-09-04,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,0,1,0,0
의동생의 팬티를 벗길 때,2020-09-04,100000,100000,20,20,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,0,0,1,0,0
인디애니페스트2013-파노라마1,1900-01-01,114000,114000,20,20,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 리얼 브라질,1900-01-01,119000,119000,20,20,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
엘도라도 21,1900-01-01,119000,119000,20,20,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
4주년 mixtape vol.4(오렌지필름 기획전),1900-01-01,122000,122000,20,20,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
우쿠이,1900-01-01,129000,129000,20,20,1,11,중국,0,등급없음,멜로로맨스,0,0,0,0,0
제11회 미쟝센 단편영화제-폐막식,1900-01-01,140000,140000,20,20,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
오렌지필름 기획전 – A에서 T까지,1900-01-01,151000,151000,20,20,1,4,한국,0,등급없음,드라마,0,0,0,0,0
마이 로맨틱 썸 레시피,1900-01-01,195000,195000,20,20,1,1,한국,0,등급없음,드라마,0,0,0,0,0
러브 존스,1900-01-01,200000,200000,20,20,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
발칙한 시선 1부 - 청소년3,1900-01-01,77500,77500,21,21,1,1,기타,0,15세이상관람가,장르없음,0,0,0,0,0
2014 최강애니전-2014 최강마니아1,1900-01-01,91000,91000,21,21,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
시를 파는 소년+장 프랑수아의 낡은 세탁소,1900-01-01,94500,94500,21,21,1,1,기타,0,등급없음,다큐멘터리,0,0,0,0,0
파르비크,1900-01-01,96000,96000,21,21,1,3,프랑스,0,등급없음,다큐멘터리,0,0,0,0,0
12월 금요단편극장 [2011년을 빚낸 단편 영화 셋],1900-01-01,100000,100000,21,21,1,1,한국,0,15세이상관람가,장르없음,0,0,0,0,0
SICAF연대기_세상과 마주보기,1900-01-01,103000,103000,21,21,1,3,기타,0,12세이상관람가,애니메이션,0,0,0,0,0
세남자와 아기바구니,1987-02-21,104000,104000,21,21,1,2,프랑스,0,전체관람가,드라마,0,0,0,0,0
NeMaf 2011-그리고 대뇌와 성기 사이1_단편섹션,1900-01-01,105000,105000,21,21,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
인디애니페스트2020 스위스 포커스1,1900-01-01,126000,126000,21,21,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
2013 더글라시즘 페스티벌-단편 C,1900-01-01,140000,140000,21,21,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
1898: 필리핀의 마지막 병사들,1900-01-01,153000,153000,21,21,1,1,스페인,0,등급없음,드라마,0,0,0,0,0
2020 SIDOF 발견과 주목 섹션 1,1900-01-01,189000,189000,21,21,1,1,한국,0,등급없음,다큐멘터리,0,0,0,0,0
배드 지니어스 더 시리즈: 섹션 3,1900-01-01,189900,189900,21,21,6,10,기타,(주)홈초이스,15세이상관람가,범죄,0,0,0,0,0
SICAF2014 미드나잇 단편극장미드나잇 단편 극장 (단편 1-4),1900-01-01,245600,245600,21,21,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2011_경쟁 TV1,1900-01-01,103000,103000,22,22,1,2,기타,0,전체관람가,애니메이션,0,0,0,0,0
SICAF2011_경쟁단편_학생2,1900-01-01,106000,106000,22,22,1,3,기타,0,15세이상관람가,애니메이션,0,0,0,0,0
시카프초이스 1 그녀에게,1900-01-01,110000,110000,22,22,1,3,기타,0,12세이상관람가,애니메이션,0,0,0,0,0
SICAF2014 경쟁: 시카프 쇼케이스 부문,1900-01-01,131000,131000,22,22,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SIFF2013-경쟁단편 1,1900-01-01,131000,131000,22,22,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
"SICAF2014 남미: 이야기, 신화 그리고 음악",1900-01-01,132000,132000,22,22,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
그린 스크린 그링고+세바스티안 에라수리스: 거의 모든 것의 디자인,1900-01-01,132000,132000,22,22,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
와이드앵글 단편영화 4편,1900-01-01,193000,193000,22,22,1,1,한국,0,청소년관람불가,드라마,0,0,0,0,0
SICAF2011_경쟁 커미션드,1900-01-01,114000,114000,23,23,1,2,미국,0,15세이상관람가,애니메이션,0,0,0,0,0
2011 GSFF-감독 특별전 : 강진아,1900-01-01,137000,137000,23,23,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
SIFF2011-깜짝상영,1900-01-01,138000,138000,23,23,1,1,한국,0,15세이상관람가,장르없음,0,0,0,0,0
인디애니페스트2017 아시아로2,1900-01-01,138000,138000,23,23,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
백투백 페이스투페이스,1900-01-01,144000,144000,23,23,1,11,중국,0,등급없음,코미디,0,0,0,0,0
중편초청 섹션 3,1900-01-01,161000,161000,23,23,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
치와와,2021-07-16,183000,183000,23,23,1,5,일본,(주)미디어캐슬,청소년관람불가,범죄,0,0,147546,414,207
나를 보는 두 가지 방법+철새(귀소본능)+고삼,1900-01-01,95000,95000,24,24,1,2,기타,0,전체관람가,장르없음,0,0,0,0,0
호치민 루트 +하노이 천변풍경,1900-01-01,96000,96000,24,24,1,2,기타,0,12세이상관람가,장르없음,0,0,0,0,0
2014 최강애니전-2014 최강비주얼3,1900-01-01,104000,104000,24,24,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
11월 금요단편극장 [채은 삼색_배우 이채은을 만나다],1900-01-01,118000,118000,24,24,1,1,기타,0,15세이상관람가,장르없음,0,0,0,0,0
단편영화전-SECTION 5,1900-01-01,119200,119200,24,24,1,1,한국,0,15세이상관람가,장르없음,0,0,0,0,0
인디애니페스트2011-개막작 섹션,1900-01-01,120000,120000,24,24,1,1,한국,0,12세이상관람가,장르없음,0,0,0,0,0
인디애니페스트2011-해외스페셜3(이탈리아의 시선-애니마지오니),1900-01-01,120000,120000,24,24,1,2,한국,0,15세이상관람가,장르없음,0,0,0,0,0
SICAF2014 경쟁: 단편 2,1900-01-01,139000,139000,24,24,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 시카프 초이스 3: 말로는 못하는,1900-01-01,141600,141600,24,24,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SESIFF 국제경쟁6 스타일,1900-01-01,144000,144000,24,24,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
대구독립영화 연말정산 2019 - 단편 2,1900-01-01,168000,168000,24,24,1,1,한국,0,등급없음,드라마,0,0,0,0,0
오렌지 필름 4월 상영회 [mixtape vol. 4],1900-01-01,192000,192000,24,24,1,1,한국,0,등급없음,드라마,0,0,0,0,0
에무시네마 배우전 : 박지연,1900-01-01,215000,215000,24,24,1,1,한국,0,등급없음,드라마,0,0,0,0,0
Diff 2019 미드나잇시네마,1900-01-01,228000,228000,24,24,1,1,한국,0,등급없음,드라마,0,0,0,0,0
SIDOF2017_폐막식,1900-01-01,234000,234000,24,24,1,1,한국,0,등급없음,다큐멘터리,0,0,0,0,0
SIPFF 2019 해외단편 2,1900-01-01,240000,240000,24,24,1,1,기타,0,등급없음,드라마,0,0,0,0,0
SICAF2014 18+ 올 나잇,1900-01-01,284400,284400,24,24,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
[작은영화영화제]KAFA 초대전,1900-01-01,25000,25000,25,25,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
비욘드 라인,2019-11-21,37000,37000,25,25,5,25,캐나다,주식회사풍경소리,15세이상관람가,전쟁,0,0,24,0,0
메카닉,1974-02-12,50000,50000,25,25,1,2,미국,0,등급없음,액션,0,0,0,181,60
애니메이션 기획전 단편:잇다,1900-01-01,77000,77000,25,25,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
제15회 SIYFF-경쟁 13+ 1,1900-01-01,78000,78000,25,25,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
독립의 조건 + 나는 중식이다,1900-01-01,84500,84500,25,25,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
향화,1900-01-01,125000,125000,25,25,1,2,일본,0,등급없음,장르없음,0,0,0,0,0
"인디애니페스트2013-스톱모션, 파급(波及)",1900-01-01,144000,144000,25,25,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
SICAF2014 시그라프 2013 베스트,1900-01-01,149000,149000,25,25,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
제6회 대단한 단편영화제-폐막작,1900-01-01,150000,150000,25,25,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
친애하는 나의 한스,1900-01-01,158000,158000,25,25,1,2,기타,0,등급없음,드라마,0,0,0,0,0
#감독과의대화,1900-01-01,171000,171000,25,25,1,1,한국,0,등급없음,드라마,0,0,0,0,0
여름의 보니파시오,1900-01-01,17732,17732,26,26,1,3,프랑스,0,전체관람가,애니메이션,0,0,0,0,0
인디애니페스트2012-감독열전(끝나지 않은 도전 ‘마이크 윙’),1900-01-01,80000,80000,26,26,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
SICAF2011_경쟁단편_학생3,1900-01-01,128000,128000,26,26,1,3,독일,0,전체관람가,애니메이션,0,0,0,0,0
실종의연대기,1900-01-01,132000,132000,26,26,1,3,기타,0,등급없음,장르없음,0,0,0,0,0
인디애니페스트2017 아시아 파노라마 – 상처동감,1900-01-01,156000,156000,26,26,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2019 야마무라 코지 특별전 1,1900-01-01,164000,164000,26,26,1,1,일본,0,등급없음,애니메이션,0,0,0,0,0
FIWOM 2018 피움초이스5,1900-01-01,182000,182000,26,26,1,1,한국,0,등급없음,드라마,0,0,0,0,0
[무지개시간 섹션l 가족 모두를 위한 단편 애니메이션],1900-01-01,212000,212000,26,26,1,6,한국,0,전체관람가,장르없음,0,0,0,0,0
헤르츠 프랑크 회고전 1,1900-01-01,67500,67500,27,27,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
카와모토 키하치로 회고전 2,1900-01-01,132000,132000,27,27,1,3,일본,0,15세이상관람가,애니메이션,0,0,0,0,0
인디애니페스트2011-해외스페셜1(빌 플림턴의 모험),1900-01-01,135000,135000,27,27,1,2,기타,0,15세이상관람가,장르없음,0,0,0,0,0
인디애니페스트2020 아시아로3,1900-01-01,153000,153000,27,27,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
2011 GSFF-단편 콜라보레이션전,1900-01-01,159000,159000,27,27,1,3,한국,0,등급없음,장르없음,0,0,0,0,0
SICAF2014 수상작_1,1900-01-01,159000,159000,27,27,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2019 아시아 파노라마2,1900-01-01,159600,159600,27,27,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
중편초청 섹션 4,1900-01-01,188400,188400,27,27,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
손예원의 선 - 낫띵벗필름 특별기획전,1900-01-01,289000,289000,27,27,1,1,한국,0,등급없음,드라마,0,0,0,0,0
"[제5회 여성인권영화제, 피움 2011]폐막작:경쟁부문 수상작+폐막식",1900-01-01,116000,116000,28,28,1,1,기타,0,전체관람가,장르없음,0,0,0,0,0
시카프초이스 2 괴물들이 사는 나라,1900-01-01,136000,136000,28,28,1,3,기타,0,전체관람가,애니메이션,0,0,0,0,0
리브 앤 다이,1988-02-18,136000,136000,28,28,1,3,미국,0,청소년관람불가,액션,0,0,0,0,0
SESIFF 국제경쟁3 코미디,1900-01-01,140000,140000,28,28,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
블랙 아웃+100m위의 고독,1900-01-01,140000,140000,28,28,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
블로키 + 사라진 로빈후드,1900-01-01,168000,168000,28,28,1,2,기타,0,등급없음,다큐멘터리,0,0,0,0,0
장비고+ 발터루트만 단편모음,1900-01-01,170000,170000,28,28,1,4,프랑스,0,등급없음,드라마,0,0,0,0,0
대환관 리렌잉,1900-01-01,176000,176000,28,28,1,13,중국,0,등급없음,드라마,0,0,0,0,0
"5월 단편 상상극장 - 때때로, 어린이",1900-01-01,194800,194800,28,28,1,4,한국,0,전체관람가,드라마,0,0,0,0,0
AISFF 2018 인디스토리 특별전 그룹1,1900-01-01,120000,120000,29,29,1,1,한국,0,등급없음,드라마,0,0,0,0,0
발칙한 시선 1부 - 청소년1,1900-01-01,145000,145000,29,29,1,1,기타,0,12세이상관람가,장르없음,0,0,0,0,0
글로컬 구애전 단편 4,1900-01-01,145000,145000,29,29,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
SESIFF 국제경쟁1 드라마,1900-01-01,153000,153000,29,29,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
(일본영화제)단편모음-animemirai 젊은 애니메이션 작가 육성 프로젝트,1900-01-01,171000,171000,29,29,1,2,일본,0,전체관람가,장르없음,0,0,0,0,0
"유운성이 영화를 말하다-수리세·명성, 그 6일의 기록",1900-01-01,348000,348000,29,29,1,1,한국,0,등급없음,다큐멘터리,0,0,0,0,0
플랜B로 가자!,1900-01-01,21450,21450,30,30,1,3,스페인,0,등급없음,드라마,0,0,0,0,0
인디애니페스트2012-감독열전(계속 되는 도전 ‘콤핀 켐군니르드’ ),1900-01-01,94000,94000,30,30,1,1,기타,0,등급없음,장르없음,0,0,0,0,0
애니메이션 기획전 단편: 리틀시네마,1900-01-01,95000,95000,30,30,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
반짝이는 순간들-1,1900-01-01,105500,105500,30,30,1,2,기타,0,15세이상관람가,장르없음,0,0,0,0,0
"[제5회 여성인권영화제, 피움 2011]일상과 투쟁의 나날들1",1900-01-01,124000,124000,30,30,1,1,기타,0,전체관람가,장르없음,0,0,0,0,0
하이랜더,1990-04-28,144000,144000,30,30,1,3,미국,0,15세이상관람가,SF,0,0,0,0,0
IFFB2019 MADE IN BUSAN 03,1900-01-01,178000,178000,30,30,1,2,한국,0,등급없음,드라마,0,0,0,0,0
SICAF2014 경쟁: 단편 5,1900-01-01,180000,180000,30,30,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
제11회 미쟝센 단편영화제-개막식,1900-01-01,210000,210000,30,30,1,1,한국,0,등급없음,장르없음,0,0,0,0,0
중편초청 섹션2,1900-01-01,210000,210000,30,30,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
인디애니페스트2011-파노라마2,1900-01-01,151000,151000,31,31,1,2,한국,0,전체관람가,장르없음,0,0,0,0,0
FIWOM 2018 피움초이스3,1900-01-01,211600,211600,31,31,1,1,한국,0,등급없음,드라마,0,0,0,0,0
오렌지필름 기획전 - 주인공을 따라가줘!,1900-01-01,212000,212000,31,31,1,4,한국,0,등급없음,드라마,0,0,0,0,0
"[제5회 여성인권영화제, 피움 2011]심야상영",1900-01-01,310000,310000,31,31,1,1,기타,0,전체관람가,장르없음,0,0,0,0,0
2013 최강애니전-임팩트 섹션1,1900-01-01,96000,96000,32,32,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2011_경쟁단편_학생4,1900-01-01,156000,156000,32,32,1,3,한국,0,전체관람가,애니메이션,0,0,0,0,0
고양이 영화제 2018 묘아+파리의 도둑고양이,1900-01-01,160000,160000,32,32,1,1,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 삼색일본,1900-01-01,188800,188800,32,32,1,2,일본,0,등급없음,애니메이션,0,0,0,0,0
2011 GSFF-감독 특별전 : 연상호,1900-01-01,191000,191000,32,32,1,2,한국,0,등급없음,장르없음,0,0,0,0,0
오오극장 개관5주년 특별전 - 대구독립단편 신작,1900-01-01,220000,220000,32,32,1,1,한국,0,등급없음,드라마,0,0,0,0,0
[도시섹션l 성인을 위한 단편 애니메이션],1900-01-01,272500,272500,32,32,1,4,한국,0,청소년관람불가,장르없음,0,0,0,0,0
오렌지필름기획전- *추신: 우리우정 영원히,1900-01-01,283000,283000,32,32,1,3,한국,0,등급없음,드라마,0,0,0,0,0
"나눔의 미학+아버지의 초상+안네, 날다+두렵지않아",1900-01-01,102500,102500,33,33,1,2,기타,0,등급없음,장르없음,0,0,0,0,0
호우주의보(12월의 삼각관계),1900-01-01,173000,173000,33,33,1,6,한국,0,등급없음,드라마,0,0,0,0,0
인디애니페스트2017 아시아로3,1900-01-01,189800,189800,33,33,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
SICAF2014 경쟁: 학생 1,1900-01-01,195000,195000,33,33,1,3,기타,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 독립보행4,1900-01-01,195000,195000,33,33,1,2,한국,0,등급없음,애니메이션,0,0,0,0,0
인디애니페스트2020 아시아로4,1900-01-01,195000,195000,33,33,1,2,기타,0,등급없음,애니메이션,0,0,0,0,0
제이슨의 초상,1900-01-01,214000,214000,33,33,1,3,미국,0,등급없음,다큐멘터리,0,0,0,0,0
