,index,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
18361,17904,내 아내의 색다른 첫 경험,2019-05-17,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,타케시 코쿠류,0
18362,17905,발정 난 유부녀:무한섹스,2019-06-24,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케시 코쿠류,0
18363,17906,발정난 유부녀-땡기는 날,2019-08-02,6000,6000,1,1,1,1,일본,0,등급없음,장르없음,타케시 코쿠류,0
18364,17907,음란 하숙집:기 빨리는 하숙생들,2019-05-24,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,타케시 코쿠류,0
18365,17908,젊은 아내:질펀한 하루,2019-12-18,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케시 코쿠류,0
18366,17909,극장판 유희왕 : 시공을 초월한 우정,2011-02-24,590209500,590209500,60371,60371,103,2752,일본,대원미디어(주),전체관람가,애니메이션,타케시타 켄이치,카자마 슌스케
18367,17910,아내의 위험한 부업,2016-04-01,100000,100000,10,10,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,타케우치 노리히로,"야스다 유리,콘노 미카"
18368,17911,관광버스 속 정사,2016-07-14,3000,3000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,타케우치 마사토시,아베 치하루
18369,1986,란포지옥,2006-09-15,219500,219500,34,34,1,6,일본,스폰지,청소년관람불가,공포,"타케우치 스구루,짓소지 아키오,사토 히사야스,카네코 아츠시","아사노 타다노부,나리미야 히로키,마츠다 류헤이"
18370,17912,밀림의 왕자 레오2,2012-11-08,274928000,274928000,44988,44988,159,1514,일본,에이원엔터테인먼트,전체관람가,애니메이션,타케우치 요시오,"김기철,안현서"
18371,17913,테르마이 로마이,2013-07-18,23674500,23674500,3319,3319,7,181,일본,브릿지웍스 엔터테인먼트(주),15세이상관람가,코미디,타케우치 히데키,"아베 히로시,우에토 아야"
18372,17914,"오늘 밤, 로맨스 극장에서",2018-07-11,301894900,301894900,35732,35732,155,4134,일본,(주)디스테이션,전체관람가,판타지,타케우치 히데키,"아야세 하루카,사카구치 켄타로"
18373,17915,노다메 칸타빌레 Vol.1,2010-09-09,0,552960000,0,75847,1,1,일본,"(주)미로비젼,아뮤즈코리아(주)",전체관람가,코미디,타케우치 히데키,"타마키 히로시,우에노 주리"
18374,17916,방과 후 미드나이터즈,2012-11-08,716000,716000,114,114,4,27,일본,"㈜T-JOY,(주)미로비젼",12세이상관람가,애니메이션,타케키요 히토시,"야마데라 코이치,타구치 히로마사"
18375,17917,노천온천과 게이샤,2018-05-24,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케호라 테츠야,0
18376,17918,성욕처리의 비밀,2018-02-01,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,타케호라 테츠야,0
18377,17919,에로영화 배우들의 몰래연애,2018-09-13,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케호라 테츠야,토모다 아야카
18378,17920,욕정 가정부의 엉덩이,2017-10-02,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케호라 테츠야,0
18379,17921,사춘기정사 미망인,2019-03-04,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케호라 테츠야,0
18380,17922,실연난교 세자매-내남자가 좋아,2019-03-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,타케호라 테츠야,0
18381,20615,빨간 폭주 정사,2018-01-04,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,타케호라 테츠야,0
18382,506,젖은 애인백서,2018-09-06,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,타케호라 테츠야,0
18383,17923,색정광-발정커플,2016-10-13,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,타케호라 테츠야,유키 미사
18384,17924,야외노출정사,2016-10-13,8000,8000,1,1,1,1,일본,0,청소년관람불가,에로,타케호라 테츠야,"키치세 리나,코다 리리"
18385,17925,젊은 아줌마 맛보기,2016-09-13,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,타케호라 테츠야,"유키 미사,미야무라 렌"
18386,17926,형수의 젖은 오후,2016-07-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,멜로로맨스,타케호라 테츠야,"미야무라 렌,코다 리리"
18387,17927,알바녀 가슴 조이기,2017-02-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,타케호라 테츠야,타츠미 유이
18388,17928,야외란교-명장면,2017-05-04,8000,8000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,타케호라 테츠야,토모다 아야카
18389,17929,젖은 속옷에 비친 가슴,2017-03-16,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,타케호라 테츠야,토모다 아야카
18390,2064,반신반의,,70000,70000,14,14,1,3,일본,0,등급없음,다큐멘터리,타케후지 카요,0
18391,17930,치한낭만 무삭제판,2016-01-28,4000,4000,1,1,1,1,일본,(주)케이알씨지,청소년관람불가,멜로로맨스,타쿠마 쇼이치 키타자와,"오카다 토모히로,아이카 슌"
18392,17931,치한낭만2 무삭제판,2016-04-28,5000,5000,1,1,1,1,일본,(주) 케이알씨지,청소년관람불가,멜로로맨스,타쿠마 쇼이치 키타자와,"아이바 루비,사사키 마유코,타니하타 사토시"
18393,17932,꽃꽂이 여선생:농익은 꽃잎,2019-06-12,6000,6000,1,1,1,1,일본,0,청소년관람불가,멜로로맨스,타쿠마 진,0
18394,17933,꽃꽂이 수업,2018-05-30,6000,6000,1,1,1,1,일본,(주)플라이어,청소년관람불가,드라마,타쿠마 친,마츠시마 카오리
18395,17934,굶주린 유부녀:너무 하고 싶어,2019-06-28,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,타쿠마 친,호리구치 나츠미
18396,17935,음란한 아내-야릇한 오후,2019-07-18,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,타쿠마 친,키타가와 에리카
18397,17936,아이아이 가사: 다시 만난 그날,2019-05-30,1501000,1501000,217,217,6,50,일본,(주)드림팩트엔터테인먼트,12세이상관람가,가족,타쿠마 타카유키,"쿠라시나 카나,이치하라 하야토"
18398,17937,"작년 겨울, 너와 이별",2018-10-18,16000,16000,16,16,5,16,일본,(주)아이엠비씨,15세이상관람가,스릴러,타키모토 토모유키,"이와타 타카노리,야마모토 미즈키,사이토 타쿠미"
18399,17938,뇌남,2014-02-27,1040000,1040000,130,130,1,1,일본,더컨텐츠콤(주),청소년관람불가,범죄,타키모토 토모유키,"이쿠타 토마,마츠유키 야스코,에구치 요스케"
18400,17939,미키의 동영상,2010-12-16,30000,30000,10,10,1,1,일본,0,청소년관람불가,멜로로맨스,타키시마 히로요시,"미우 모리모토,시마다 이치코"
18401,17940,여은행원의 불륜 밀회,2011-03-10,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,타키시마 히로요시,"이노우에 토모코,키시 카나코"
18402,17941,음란한 스튜어디스,2010-11-18,30000,30000,10,10,1,1,일본,0,청소년관람불가,에로,타키시마 히로요시,"카와무라 치사토,요시유키 유미"
18403,298,음양사2,2004-06-25,201500,201500,31,31,1,1,일본,(주)아펙스 엔터테인먼트,15세이상관람가,사극,타키타 요지로,"후카다 쿄코,노무라 만사이"
18404,2782,치한전차: 속옷검사,,580000,580000,116,116,1,10,일본,0,등급없음,에로,타키타 요지로,카제 카오루
18405,17942,배터리,,0,1268000,0,177,1,2,일본,0,전체관람가,드라마,타키타 요지로,"하야시 켄토,야마다 켄타,아마미 유키"
18406,17943,비밀,2002-10-11,228000,4578000,95,799,1,8,일본,이십세기폭스코리아(주),15세이상관람가,드라마,타키타 요지로,"코바야시 카오루,히로스에 료코"
18407,17944,굿바이,2008-10-30,11458280,902314280,1393,144228,139,160,일본,"(주)드림팩트엔터테인먼트,㈜케이디미디어",12세이상관람가,드라마,타키타 요지로,"모토키 마사히로,히로스에 료코,야마자키 츠토무,요 키미코"
18408,17945,시네마: 퍼블릭 어페어,,94500,94500,21,21,1,2,독일,0,등급없음,다큐멘터리,타티아나 브랜드룹,나움 클레이만
18409,17946,깊은 산 작은 마을,,617000,617000,102,102,1,6,멕시코,0,등급없음,다큐멘터리,타티아나 우에조,0
18410,17947,정글북,2017-05-18,74842400,74842400,9891,9891,120,662,인도,(주)팝엔터테인먼트,전체관람가,애니메이션,타파스 차크라바르티,0
18411,17948,피터와 모글리의 크리스마스 어드벤처,2017-11-23,241351800,241351800,34899,34899,250,1705,인도,(주)팝엔터테인먼트,전체관람가,애니메이션,타파스 차크라바르티,0
18412,17949,내 친구의 엄마 (무삭제),2017-01-19,5000,5000,1,1,1,1,한국,0,등급없음,장르없음,탁승오,0
18413,17950,내 친구의 아내 (무삭제),2016-04-01,50000,50000,10,10,1,1,한국,(주)소나무픽쳐스,청소년관람불가,멜로로맨스,탁승오,정태민
18414,17951,내 친구의 엄마,2016-10-12,1095000,1095000,208,208,16,20,한국,(주)소나무픽쳐스,청소년관람불가,멜로로맨스,탁승오,"이유찬,이은미,강예나,이준혁,고화숙"
18415,17952,내 친구의 아내,2015-12-03,4493000,4493000,622,622,20,45,한국,(주)소나무픽쳐스,청소년관람불가,멜로로맨스,탁승오,"정태민,탁민"
18416,17953,이시바시 에이코 - 이미테이션 오브 라이프,,20566,20566,46,46,1,2,일본,0,등급없음,애니메이션,탁콤,0
18417,17954,여름이 없었던 해,,77000,77000,13,13,1,4,말레이시아,0,15세이상관람가,드라마,탄 추이무이,0
18418,507,사랑은 이긴다,,427000,427000,63,63,1,3,말레이시아,0,등급없음,장르없음,탄 추이무이,0
18419,21117,인 타임 투 컴,,28000,28000,6,6,1,2,싱가포르,0,등급없음,다큐멘터리,탄 핀핀,0
18420,17955,비망록: 보이지 않는 도시,,0,54000,0,11,1,1,싱가포르,0,등급없음,장르없음,탄 핀핀,0
18421,17956,"싱가포르에게, 사랑을 담아",,165000,165000,33,33,1,4,싱가포르,0,등급없음,다큐멘터리,탄 핀핀,0
18422,20874,칸도 이야기,,9000,9000,2,2,1,1,기타,0,등급없음,드라마,탄덥 체링 구룽,0
18423,17957,로봇 사용설명서,2017-10-02,6000,6000,1,1,1,1,이스라엘,(주)도키엔터테인먼트,15세이상관람가,액션,"탈 골드버그,갈 젤레즈니악","요탐 이사이,힐리 옐롬"
18424,17958,제로 모티베이션,2016-01-21,5370000,5370000,798,798,14,147,이스라엘,(주)유로커뮤니케이션,15세이상관람가,드라마,탈야 라비,"데이너 이브기,넬리 타가르,샤니 클라인"
18425,17959,장 미쉘 바스키아: 더 레이디언트 차일드,2020-12-09,5618700,5618700,608,608,18,270,미국,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,다큐멘터리,탐라 데이비스,줄리언 슈나벨
18426,2821,끝나지 않은 여정,,225000,225000,89,89,1,2,대만,0,등급없음,다큐멘터리,탕상죽,0
18427,17960,나를 닮은 얼굴,2010-09-30,0,4944500,0,893,1,1,한국,(주)영화사 진진,전체관람가,다큐멘터리,태미 추,"노명자,브렌트,박효정"
18428,508,인간의 시간,,6000,6000,1,1,1,1,한국,0,등급없음,장르없음,태준식,0
18429,17961,태준식 감독 단편모음,,10000,10000,2,2,1,1,한국,0,등급없음,장르없음,태준식,0
18430,2127,필승 Ver1.0 주봉희,2008-05-27,20000,20000,4,4,1,1,한국,0,등급없음,다큐멘터리,태준식,0
18431,17962,당신과 나의 전쟁,2010-03-02,29200,738200,6,110,1,1,한국,0,12세이상관람가,다큐멘터리,태준식,0
18432,17963,촌구석,,725000,1041000,141,195,1,4,한국,0,등급없음,다큐멘터리,태준식,0
18433,17964,샘터분식-그들도 우리처럼,2009-11-26,52000,1869100,9,300,1,4,한국,시네마달,전체관람가,다큐멘터리,태준식,"최영임,김진일"
18434,17965,어머니,2012-04-05,264000,29273400,132,4553,1,3,한국,㈜인디스토리,12세이상관람가,다큐멘터리,태준식,이소선
18435,17966,슬기로운 해법,2014-05-15,78000,31567600,36,4766,1,5,한국,(주)시네마달,12세이상관람가,다큐멘터리,태준식,"조승호,김민기,김성재,주진우"
18436,17967,초승달의 집,,615000,615000,123,123,1,1,한국,0,등급없음,다큐멘터리,"태휘원,김재영",0
18437,23827,기사도,,2865000,3043000,1430,1519,1,30,프랑스,0,등급없음,멜로로맨스,터렌스 낸시,0
18438,22788,피리 부는 목동,,34000,34000,76,76,1,1,중국,0,등급없음,애니메이션,테 웨이,0
18439,17968,나를 찾아봐,2015-09-24,5000,5000,1,1,1,1,미국,오퍼스픽쳐스(유),청소년관람불가,공포,테드 게오게간,"바바라 크램튼,앤드류 센세닉,리사 마리,래리 페센덴"
18440,17969,람보,1983-06-17,94000,94000,36,36,1,2,미국,(주)제이앤씨미디어그룹,15세이상관람가,액션,테드 코체프,"실베스터 스탤론,리차드 크레나,브라이언 데니히,빌 맥키니"
18441,23025,지옥의 7인,1984-09-08,204000,204000,102,102,1,3,미국,0,전체관람가,액션,테드 코체프,"진 해크만,프레드 워드,패트릭 스웨이즈"
18442,17970,이것이 법이다,1974-08-15,193000,193000,66,66,1,3,미국,0,등급없음,장르없음,테드 포스트,0
18443,17971,집행자,,20000,182000,10,74,1,1,미국,0,15세이상관람가,서부,테드 포스트,"클린트 이스트우드,팻 힝글,잉거 스티븐스"
18444,17972,극장판 도라에몽: 진구의 비밀도구 박물관,2013-07-25,781495500,781495500,122362,122362,239,3560,일본,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,테라모토 유키요,"미즈타 와사비,오오하라 메구미"
18445,17973,극장판 도라에몽: 진구와 철인군단 날아라 천사들,2011-07-28,937570000,937570000,138277,138277,154,3335,일본,에이원엔터테인먼트,전체관람가,애니메이션,테라모토 유키요,미즈타 와사비
18446,1292,극장판 도라에몽:진구의 마계대모험 7인의 마법사,2008-07-17,1903393500,1903393500,315809,315809,83,5887,일본,대원미디어(주),전체관람가,애니메이션,테라모토 유키요,미즈타 와사비
18447,2965,이케맨 뱅크,2010-08-12,202000,202000,25,25,1,4,일본,(주)키노아이디엠씨,전체관람가,멜로로맨스,테라우치 코타로,"야나기 코타로,하루"
18448,17974,섹스를 사세요,,223000,223000,84,84,1,2,캐나다,0,등급없음,다큐멘터리,"테레사 맥이네스,켄트 네이슨",0
18449,17975,세 남매,,212000,212000,32,32,1,2,포르투갈,0,15세이상관람가,드라마,테레사 빌라베르데,"마리아 드 메데이로스,마르셀로 우르게게,예브게니 시디킨"
18450,17976,외딴 길,,257000,257000,40,40,1,2,포르투갈,0,등급없음,장르없음,테레사 빌라베르데,0
18451,17977,꼬마돼지 베이브의 대모험,2017-06-15,30000,293389100,6,42885,1,1,독일,BoXoo 엔터테인먼트,전체관람가,애니메이션,테레사 스트로젝,"마이클 케슬러,엑셀 프랄,랄프 슈미츠"
18452,17978,러브 앤 레몬,,182000,182000,26,26,2,3,스웨덴,0,등급없음,멜로로맨스,테레사 파빅,"라켈 웜랜더,조세핀 보너버쉬,단 에크보리"
18453,17979,리버풀의 추억,,182000,294000,35,51,1,3,영국,0,등급없음,다큐멘터리,테렌스 데이비스,0
18454,509,환희의 집,,340000,340000,68,68,1,3,영국,0,등급없음,장르없음,테렌스 데이비스,0
18455,17980,"먼 목소리, 계속되는 삶",,1254000,2360000,175,381,1,2,영국,0,등급없음,장르없음,테렌스 데이비스,0
18456,17981,조용한 열정,2017-11-23,28000,36600800,8,4925,1,1,영국,"주식회사 디에스이이디,(주)로카",12세이상관람가,드라마,테렌스 데이비스,"신시아 닉슨,제니퍼 엘"
18457,17982,더 딥 블루 씨,2015-04-23,54494961,54494961,7069,7069,38,541,영국,(주)팝엔터테인먼트,청소년관람불가,멜로로맨스,테렌스 데이비스,"레이첼 와이즈,톰 히들스턴"
18458,17983,히든 라이프,,189000,189000,27,27,1,2,미국,0,15세이상관람가,드라마,테렌스 맬릭,"오거스트 딜,발레리 파흐너,브루노 강쯔"
18459,17984,천국의 나날들,,150000,150000,31,31,1,2,미국,0,15세이상관람가,드라마,테렌스 맬릭,"리차드 기어,브룩 아담스,샘 쉐퍼드"
18460,17985,황무지,,326000,326000,65,65,1,3,미국,0,등급없음,범죄,테렌스 맬릭,"마틴 쉰,씨씨 스페이식,워렌 오티스"
18461,17986,투 더 원더,2014-03-06,17541000,17541000,2275,2275,5,114,미국,(주)미디어데이,청소년관람불가,멜로로맨스,테렌스 맬릭,"벤 애플렉,올가 쿠릴렌코,레이첼 맥아담스"
18462,17987,나이트 오브 컵스,2015-11-12,21438500,21438500,2844,2844,37,407,미국,(주)프레인글로벌,청소년관람불가,드라마,테렌스 맬릭,"크리스찬 베일,케이트 블란쳇,나탈리 포트만"
18463,17988,송 투 송,2017-07-26,172525100,172525100,22518,22518,97,1526,미국,CGV아트하우스,청소년관람불가,드라마,테렌스 맬릭,"라이언 고슬링,루니 마라"
18464,17989,트리 오브 라이프,2011-10-27,353000,372355500,48,51866,1,3,미국,(주)에스비에스콘텐츠허브,15세이상관람가,드라마,테렌스 맬릭,"브래드 피트,피오나 쇼,숀 펜"
18465,17990,레드 선,1972-09-16,375000,587000,75,181,1,4,미국,0,등급없음,액션,테렌스 영,"찰스 브론슨,알랭 들롱,우슬라 안드레스"
18466,17991,어두워질 때까지,1968-06-28,215000,966000,96,354,1,10,미국,0,등급없음,스릴러,테렌스 영,"오드리 헵번,알란 아킨,리차드 크레나"
18467,17992,007 제2편 : 위기일발,1973-09-21,350000,15113000,175,7448,1,8,영국,0,등급없음,스릴러,테렌스 영,"숀 코네리,페드로 아멘다리즈,로버트 쇼"
18468,17993,007 살인번호,1965-08-20,3718000,23398000,1861,11705,2,51,영국,0,등급없음,액션,테렌스 영,"숀 코네리,우슬라 안드레스,조셉 와이즈먼"
18469,17994,미이라의 복수,,315000,315000,60,60,1,3,영국,0,등급없음,장르없음,테렌스 피셔,0
18470,17995,드라큘라의 신부들,,356000,356000,67,67,1,3,영국,0,등급없음,장르없음,테렌스 피셔,0
18471,510,늑대인간의 저주,,377000,377000,67,67,1,3,영국,0,등급없음,장르없음,테렌스 피셔,0
18472,17996,지옥에서 온 프랑켄슈타인과 괴물,,435000,435000,80,80,1,3,영국,0,등급없음,공포,테렌스 피셔,"피터 커싱,쉐인 브라이언트,매들린 스미스"
18473,17997,드라큘라,,538000,538000,98,98,1,3,영국,0,등급없음,장르없음,테렌스 피셔,0
18474,17998,프랑켄슈타인의 저주,1959-01-29,563000,563000,102,102,1,4,영국,0,등급없음,공포,테렌스 피셔,"피터 커싱,하젤 코트,로버트 유쿼하트"
18475,17999,헤이라이드: 죽음의 마을,2015-10-22,5000,5000,1,1,1,1,미국,주식회사 루믹스미디어,청소년관람불가,공포,테론 R. 팔슨즈,"쉐리 이킨,제레미 샌드,리차드 타이슨,데이빗 샤크 프랄릭"
18476,20410,섹슈얼 클리닉-오르가즘강좌,2020-01-03,1000,1000,1,1,1,1,일본,주식회사 미콘,청소년관람불가,드라마,테루유키 후나다,카노 아야코
18477,18000,벤베누토 첼리니,2015-03-04,16181500,16181500,956,956,12,89,영국,콘텐숍/SDC코리아(주),전체관람가,공연,테리 길리엄,"마이클 스파이어스,코린 윈터스,니콜라스 팰리슨"
18478,18001,제로법칙의 비밀,2014-08-14,784000,42123100,98,5310,1,1,미국,와이드 릴리즈(주),15세이상관람가,SF,테리 길리엄,"크리스토프 왈츠,맷 데이먼,틸다 스윈튼,벤 위쇼"
18479,18002,돈키호테를 죽인 사나이,2019-05-23,47040590,47040590,6038,6038,42,533,스페인,(주)디스테이션,12세이상관람가,드라마,테리 길리엄,"아담 드라이버,조나단 프라이스,올가 쿠릴렌코,스텔란 스카스가드"
18480,2317,파르나서스 박사의 상상극장,2009-12-23,-2147483648,-2147483648,458243,458243,309,16533,미국,(주)성원아이컴,12세이상관람가,판타지,테리 길리엄,"조니 뎁,히스 레저,콜린 파렐,주드 로,릴리 콜,크리스토퍼 플러머"
18481,421,그림형제 : 마르바덴 숲의 전설,2005-11-17,-2147483648,-2147483648,723385,723385,183,16690,미국,쇼이스트(주),15세이상관람가,판타지,테리 길리엄,"히스 레저,맷 데이먼"
18482,18003,런던잡: 다이아몬드를 훔쳐라,2018-08-03,1000,1000,1,1,1,1,영국,0,15세이상관람가,액션,테리 리 코커,"마이클 맥켈,시드니 킨,로버트 풋"
18483,18004,아우슈비츠,2019-06-20,33000,33000,27,27,5,27,영국,(주)풍경소리,15세이상관람가,드라마,테리 리 코커,"루이스 커크,클라우디아 그레이스 맥켈,마이클 맥켈"
18484,18005,론섬 도브 처치,2016-11-18,5000,5000,1,1,1,1,캐나다,(주)이놀미디어,15세이상관람가,서부,테리 마일즈,"톰 베린저,그레이스톤 홀트"
18485,18006,두 여자: 피의 복수,2016-12-22,300000,300000,60,60,1,1,미국,(주)블루브릭,청소년관람불가,스릴러,테리 마일즈,"커스테인 프라우트,티에라 스코브예,마이클 칼 리차드"
18486,20497,에이전트 제이드 블랙,2020-09-29,2000,2000,1,1,1,1,미국,(주)더그레이트컴퍼니,15세이상관람가,액션,테리 스피어스,"케이티 버지스,코니 프랭클린"
18487,21614,필리스 램버트 A to Z,,96000,96000,16,16,1,2,캐나다,0,등급없음,다큐멘터리,테리 웬-다미쉬,0
18488,18007,스퀴즈,2016-11-10,14809000,14809000,1866,1866,40,389,미국,"시네마 뉴원,(주)드림팩트엔터테인먼트",15세이상관람가,코미디,테리 재스트로,"제레미 섬터,제이슨 도링,크리스토퍼 맥도날드,캐서린 라나사,질리언 머레이,마이클 누리,데이빗 오도넬,팀 웨어"
18489,18008,위기의 남자들,2013-11-21,385000,385000,77,77,1,1,영국,(주)미디어데이,15세이상관람가,코미디,테리 조지,"브렌든 프레이저,마틴 맥캔,데이비드 오하라"
18490,18009,호텔 르완다,2006-09-07,105000,69353900,35,10826,1,1,영국,(주)동숭아트센터,12세이상관람가,드라마,테리 조지,"돈 치들,와킨 피닉스,장 르노,닉 놀테"
18491,18010,라이프 오브 브라이언,,186000,186000,38,38,1,3,잉글랜드,0,등급없음,코미디,테리 존스,"그레이엄 채프먼,존 클리즈,테리 길리엄"
18492,18011,앱솔루틀리 애니씽,2016-01-14,54492800,54492800,7059,7059,90,875,미국,(주)모멘텀엔터테인먼트,12세이상관람가,코미디,테리 존스,"사이먼 페그,케이트 베킨세일,로빈 윌리엄스,테리 존스"
18493,1060,판타스틱 소녀백서,2002-06-21,245000,245000,49,49,1,10,영국,시나브로엔터테인먼트(주),15세이상관람가,코미디,테리 즈위고프,"도라 버치,스칼렛 요한슨,브래드 렌프로"
18494,511,크럼,,102000,302000,17,60,1,2,미국,0,등급없음,장르없음,테리 즈위고프,0
18495,18012,2014 지구 최후의 날,2014-06-11,40000,40000,10,10,1,1,캐나다,(주)케이알씨지,12세이상관람가,SF,테리 커닝햄,"스티븐 볼드윈,에이미 프라이스 프란시스"
18496,18013,미국 대지진,2014-07-08,40000,40000,10,10,1,1,캐나다,(주)케이알씨지,12세이상관람가,SF,테리 커닝햄,"루크 페리,나탈리 브라운"
18497,18014,타토,,66638,66638,94,94,1,2,독일,0,등급없음,다큐멘터리,테보호 에드킨스,0
18498,18015,미스터 레오스 카락스,2015-10-08,8795500,8795500,1090,1090,13,180,프랑스,오드,청소년관람불가,다큐멘터리,테사 루이즈-살로메,"줄리엣 비노쉬,드니 라방,하모니 코린,카일리 미노그,미레일 페리어"
18499,18016,액션! 도심에서 노를 저어라,,38340,38340,24,24,1,2,미국,0,등급없음,다큐멘터리,테아 메르쿠페르,0
18500,18017,미 비포 유,2016-06-01,-926161602,-926161602,945172,945172,481,28458,미국,워너브러더스 코리아(주),12세이상관람가,멜로로맨스,테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스"
18501,512,외로운 아줌마의 성욕,2019-01-28,2000,2000,1,1,1,1,일본,0,청소년관람불가,장르없음,테에자가,0
18502,21985,랫 필름,,140000,140000,28,28,1,2,미국,0,등급없음,다큐멘터리,테오 안소니,0
18503,18018,더스트 오브 타임,,807000,1123000,119,181,1,2,그리스,0,등급없음,장르없음,테오 앙겔로풀로스,0
18504,18019,비키퍼,2004-10-27,589000,1584000,93,239,1,3,그리스,㈜영화사 백두대간,청소년관람불가,드라마,테오 앙겔로풀로스,"디노스 일리오포로스,나디아 무루지,제니 루세아,마르첼로 마스트로얀니"
18505,18020,안개속의 풍경,1996-09-21,302000,17428000,42,2431,1,2,그리스,0,15세이상관람가,드라마,테오 앙겔로풀로스,"타냐 파라올로구,미칼리스 제케,디미트리스 카베리디스"
18506,18021,영원과 하루,2004-11-17,1898000,57655500,264,8254,1,5,그리스,㈜영화사 백두대간,전체관람가,드라마,테오 앙겔로풀로스,"브루노 간츠,이자벨 르노"
18507,18022,분노의 레이서,2016-09-22,8000,8000,2,2,2,2,미국,(주)케이알씨지,15세이상관람가,액션,테오 코누랄프,클린트 브로우닝
18508,22667,8월을 기다리며,,148500,148500,64,64,1,2,벨기에,0,등급없음,다큐멘터리,테오도라 미하이,0
18509,22633,1936년의나날,,373000,373000,60,60,1,2,,0,등급없음,장르없음,테오도로스 앙겔로플로스,0
18510,18023,범죄의 재구성,,570000,570000,89,89,1,2,그리스,0,등급없음,범죄,테오도로스 앙겔로플로스,0
18511,23330,유랑극단,,999000,999000,169,169,1,5,,0,등급없음,장르없음,테오도로스 앙겔로플로스,"에바 코타마니듀,알리키 조르줄리,스트라토스 파히스"
18512,18024,율리시즈의 시선,1996-10-19,326000,1874000,68,304,1,2,그리스,0,15세이상관람가,드라마,테오도로스 앙겔로플로스,"하비 케이틀,마이아 모건스턴,얼랜드 조셉슨"
18513,18025,12월의 나이팅게일,,3750,3750,8,8,1,1,캐나다,0,등급없음,장르없음,테오도어 우쉐프,0
18514,18026,드럭스 플럭스,,22022,22022,31,31,1,2,캐나다,0,등급없음,장르없음,테오도어 우쉐프,0
18515,18027,립셋의 일기,,22022,22022,31,31,1,2,캐나다,0,등급없음,장르없음,테오도어 우쉐프,0
18516,18028,타워 보허,,22022,22022,31,31,1,2,캐나다,0,등급없음,장르없음,테오도어 우쉐프,0
18517,18029,챠리쨔,,37978,37978,49,49,1,2,캐나다,0,등급없음,장르없음,테오도어 우쉐프,0
18518,18030,사랑의 결단,,2298000,2298000,1149,1149,1,16,미국,0,등급없음,장르없음,테이 가넷,0
18519,18031,영호작전,,184000,2408000,92,1204,1,8,미국,0,등급없음,장르없음,테이 가넷,0
18520,18032,포스트맨은 벨을 두번 울린다,,674000,7727000,337,3672,1,20,미국,0,등급없음,범죄,테이 가넷,"라나 터너,존 가필드,세실 켈러웨이"
18521,18033,불륜 스와핑의 시작,2018-09-13,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,테이 쟈가,0
18522,18034,남편 대신 빚잔치,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,테이 쟈가,0
18523,18035,남편을 위한 불륜,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,테이 쟈가,0
18524,18036,남편이 야근하는 날,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,테이 쟈가,0
18525,18037,빨간 아가씨-정략결혼,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,테이 쟈가,오오츠키 히비키
18526,18038,환상속의 남친정사,2019-02-08,6000,6000,1,1,1,1,일본,0,청소년관람불가,에로,테이 쟈가,미즈키 나오
18527,513,거유 며느리의 손님,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18528,514,다시 사랑한 형수님,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
