,index,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
18529,515,빨간 아내-몽유정사,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18530,516,어장관리 유부녀,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18531,517,여주인과 노천탕에서,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18532,518,욕정 도련님과 형수,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18533,519,육욕의 속옷모델,2018-08-23,6000,6000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18534,18039,가정부의 젖은 스타킹,2016-11-17,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,모리 나나코
18535,18040,극강 수위 - 농후한 몸매,2016-04-13,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,카미카와 유우
18536,18041,꽃꽃이 부인의 가슴향기,2016-05-11,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,마키하라 레이코
18537,18042,남편을 위한 정사,2016-05-11,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,마키하라 레이코
18538,18043,두꺼운 정력가와 유부녀,2016-05-04,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,야마모토 미와코
18539,18044,막장 젊은 아줌마,2016-04-20,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,테라사키 이즈미
18540,18045,명품 몸매 형수님,2016-04-13,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,호조 마키
18541,18046,명품 몸매의 유부녀,2016-09-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,미즈키 나오
18542,18047,미인 며느리의 뒤태,2016-08-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,카미하타 이치카
18543,18048,부인을 탐내는 능욕자들,2016-08-10,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,나가세 료코
18544,18049,불륜녀의 정욕,2016-11-17,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,아마미야 마키
18545,18050,불륜의 육체봉사,2016-11-03,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,오오바 유이
18546,18051,신입 게이샤는 유부녀,2016-07-06,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,마츠시마 유리에
18547,18052,실화 성생활의 고백,2016-08-10,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,호조 마키
18548,18053,아내의 능욕-강제정사,2016-03-16,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,유우키 미사
18549,18054,아내의 젖은 블라우스,2016-08-03,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,모리 나나코
18550,18055,아찔한 욕정녀들,2016-07-06,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,"호조 마키,카와카미 유우"
18551,18056,애욕 인질이 된 유부녀,2016-06-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,아사이 마이카
18552,18057,야근 간호사 유혹하기,2016-03-23,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,타케우치 사리나
18553,18058,유부녀와 불기둥,2016-11-03,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,아오야마 아오이
18554,18059,음란부인의 쾌락,2016-09-07,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,카와카미 유우
18555,18060,음란한 그녀의 하반신,2016-11-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,스노하라 미키
18556,18061,음란한 요부와 전남친,2016-03-30,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,오토나시 카오리
18557,18062,이쁜 아내를 빌려드려요,2016-07-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,에나미 류
18558,18063,이쁜 아내를 탐하는자,2016-11-03,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,미야베 료카
18559,18064,절세부인의 사랑,2016-04-14,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,"호조 마키,카와카미 유우"
18560,18065,젖은 스커트의 부인,2016-07-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,요코야마 미레이
18561,18066,젖은 육체의 속삭임,2016-11-10,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,우에하라 아이
18562,18067,제부와 갑작스런 불륜,2016-11-10,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,안노 유미
18563,18068,제자의 육체 노출,2016-05-11,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,무라카미 료코
18564,18069,최고의 하숙집 - 여주인의 밤,2016-03-23,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,카자마 유미
18565,18070,타락하는 여상사,2016-04-06,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,사쿠라이 아유
18566,18071,타락한 부인 - 흥분만점,2016-05-04,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,쇼우다 치사토
18567,18072,터져버린 마사지 부인,2016-08-01,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,이오리 료코
18568,18073,테니스 부인과 카메라맨,2016-06-08,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,카스미 리사
18569,18074,폭유녀의 가면정사,2016-06-08,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,카야마 나츠코
18570,18075,피서지의 미인 유부녀,2016-06-08,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,코바야카와 레이코
18571,18076,한잔 술과 전라 정사,2016-06-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,이가라시 시노부
18572,18077,극강쾌락 여인천하,2017-03-09,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,호조 마키
18573,18078,누드모델과 화가,2017-02-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,하타노 유이
18574,18079,음란 하숙집의 서비스,2017-02-02,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,키리시마 아야코
18575,18080,폭유 여관주인님,2017-02-09,8000,8000,1,1,1,1,일본,(주)도키엔터테인먼트,청소년관람불가,에로,테이 쟈가,미우라 에리코
18576,520,귀여운 형수님 - 제부,2017-03-02,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18577,521,남편에겐 절대 비밀,2017-03-02,8000,8000,1,1,1,1,일본,0,청소년관람불가,장르없음,테이 쟈가,0
18578,18081,러브 인 뉴욕,2018-08-21,1000,1000,1,1,1,1,미국,(주)퍼스트런,청소년관람불가,범죄,테이트 스타인시크,"이안 하딩,이반나 린치,브라이언 커윈"
18579,18082,제임스 브라운,,326000,326000,41,41,1,2,미국,0,15세이상관람가,드라마,테이트 테일러,"채드윅 보스만,데이빗 앤드류 내쉬,넬슨 엘리스"
18580,18083,에이바,2020-09-09,183599250,183599250,23817,23817,515,6087,미국,(주)제이앤씨미디어그룹,15세이상관람가,액션,테이트 테일러,"제시카 차스테인,콜린 파렐,존 말코비치"
18581,18084,걸 온 더 트레인,2017-03-09,222516500,222516500,29190,29190,331,4012,미국,(주)씨제이이엔엠,청소년관람불가,드라마,테이트 테일러,"에밀리 블런트,해일리 베넷,루크 에반스,레베카 퍼거슨,로라 프레폰,에드가 라미레즈,앨리슨 제니,저스틴 세럭스,리사 쿠드로"
18582,18085,헬프,2011-11-03,1131972500,1131972500,155148,155148,163,5807,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,드라마,테이트 테일러,"마이크 보겔,브라이스 달라스 하워드,웨스 차담,엠마 스톤,씨씨 스페이식"
18583,18086,닉 낵,,32604,32604,49,49,1,3,캐나다,0,등급없음,애니메이션,테일러 니콜슨,0
18584,18087,노 누들스,,44366,44366,56,56,1,3,캐나다,0,등급없음,애니메이션,테일러 니콜슨,0
18585,18088,윈드 리버: 감독판,2017-09-21,59800600,59800600,7574,7574,16,336,미국,"(주)다자인소프트,(주)유로커뮤니케이션",청소년관람불가,스릴러,테일러 쉐리던,"제레미 레너,엘리자베스 올슨"
18586,18089,윈드 리버,2017-09-14,391598700,391598700,50819,50819,330,5059,미국,"(주)다자인소프트,(주)유로커뮤니케이션",15세이상관람가,액션,테일러 쉐리던,"제레미 레너,엘리자베스 올슨,존 번탈,이안 보헨,휴 딜런,질 버밍햄,에릭 랑쥬"
18587,18090,돌로레스 클레이븐,1995-12-23,96000,96000,32,32,1,1,미국,0,청소년관람불가,범죄,테일러 핵포드,"캐시 베이츠,제니퍼 제이슨 리,크리스토퍼 플러머"
18588,18091,어게인스트,1984-07-14,179000,179000,64,64,1,2,미국,0,청소년관람불가,모험,테일러 핵포드,"레이첼 워드,제프 브리지스,제임스 우즈"
18589,18092,사관과 신사,1983-01-01,158000,1454000,79,511,1,1,미국,0,청소년관람불가,멜로로맨스,테일러 핵포드,"리차드 기어,데브라 윙거,데이빗 키스"
18590,18093,백야,1986-09-13,4146000,4236000,2053,2098,1,42,미국,0,등급없음,드라마,테일러 핵포드,"미하일 바리시니코프,그레고리 하인즈,이사벨라 로셀리니"
18591,18094,파커,2014-12-10,52015000,52015000,6828,6828,54,533,미국,와이드 릴리즈(주),청소년관람불가,범죄,테일러 핵포드,"제이슨 스타뎀,제니퍼 로페즈"
18592,18095,레이,2005-02-25,750000,1418425500,161,214630,1,3,미국,UIP코리아,15세이상관람가,드라마,테일러 핵포드,"케리 워싱턴,제이미 폭스"
18593,18096,블랙 키스,2014-08-28,1400000,1400000,140,140,1,7,일본,시네마 뉴원,청소년관람불가,스릴러,테즈카 마코토,"하시모토 레이카,마츠오카 슌스케,안도 마사노부"
18594,18097,트로이 그레이트 워,2019-01-31,1000,1000,1,1,1,1,미국,0,15세이상관람가,액션,테킨 길긴,딜런 복스
18595,23271,몽키킹: 영웅의 귀환,,1352000,1352000,145,145,1,2,중국,0,등급없음,애니메이션,텐 샤오펑,0
18596,18098,신서유기 : 몽키킹의 부활,2017-11-02,129357400,129357400,18247,18247,212,1139,중국,(주)예지림 엔터테인먼트,전체관람가,액션,텐 샤오펑,"조연우,오은수,신정훈"
18597,18099,마사지에 빠진 스튜어디스들,2020-09-22,6000,6000,1,1,1,1,일본,(주)영진크리에이티브,청소년관람불가,멜로로맨스,텐사이 후지타,하츠미 사키
18598,18100,브링 홈: 아버지의 땅,2016-09-01,216000,117588200,36,15061,1,1,한국,(주)드림팩트엔터테인먼트,전체관람가,다큐멘터리,텐진 체탄 초클리,"텐진 릭돌,김민종"
18599,18101,팀스 버미어,,1228000,1228000,249,249,1,3,미국,0,12세이상관람가,다큐멘터리,텔러,"펜 질렛,마틴 멀,데이비드 호크니"
18600,2048,미안해,2005-05-05,88000,8777500,17,1440,1,4,일본,㈜인디스토리,12세이상관람가,드라마,토가시 신,"히사노 마사히로,사쿠라타니 유키카,쿠니무라 준"
18601,18102,오싱,2013-12-05,1306000,475924500,434,74108,1,14,일본,(주)팝엔터테인먼트,전체관람가,드라마,토가시 신,"하마다 코코네,우에토 아야,키시모토 가요코"
18602,22702,주바부 - 하이에나,,52872,52872,67,67,1,2,스페인,0,전체관람가,애니메이션,토니 가르시아,0
18603,18103,분노하라,,113000,113000,19,19,1,2,프랑스,0,등급없음,다큐멘터리,토니 갓리프,마메베티 호노 디알로
18604,18104,라쵸 드롬,,583000,2630000,136,442,1,3,프랑스,0,15세이상관람가,다큐멘터리,토니 갓리프,0
18605,793,추방된 사람들,2005-05-20,23730500,23730500,3715,3715,4,300,프랑스,판씨네마(주),15세이상관람가,드라마,토니 갓리프,"루브나 아자발,로맹 뒤리스"
18606,18105,컨빅션,2013-01-03,29338500,42549500,4060,5997,37,525,미국,(주)시너지하우스 (시너지),15세이상관람가,드라마,토니 골드윈,"힐러리 스웽크,샘 록웰,미니 드라이버"
18607,18106,특수기동대: 악의 말살,2017-09-05,5000,5000,2,2,2,2,미국,(주)케이알씨지,15세이상관람가,액션,토니 글레이저,"데이빗 제야스,마이클 오키프"
18608,18107,카오스,2009-03-26,16000,1355277000,4,204693,2,4,영국,(주)싸이더스,15세이상관람가,액션,토니 기글리오,"제이슨 스타뎀,라이언 필립,웨슬리 스나입스"
18609,2482,더블 스파이,2009-04-16,332882000,332882000,50346,50346,126,5248,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,범죄,토니 길로이,"클라이브 오웬,줄리아 로버츠"
18610,1390,마이클 클레이튼,2007-11-29,824374500,824374500,130687,130687,140,6729,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,스릴러,토니 길로이,"조지 클루니,톰 윌킨슨"
18611,18108,본 레거시,2012-09-06,605000,-1177096592,121,1015832,1,2,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,토니 길로이,"제레미 레너,레이첼 와이즈,에드워드 노튼,조안 알렌,알버트 피니"
18612,18109,아일랜드식 가구 재활용,,145000,145000,58,58,1,2,아일랜드,0,등급없음,장르없음,토니 도너휴,0
18613,18110,이고르와 귀여운 몬스터 이바,2011-02-10,2490500,2490500,383,383,8,95,미국,(주)키노아이디엠씨,전체관람가,애니메이션,토니 레온디스,"존 쿠삭,스티브 부세미,존 클리즈"
18614,18111,이모티: 더 무비,2017-08-02,290079700,290079700,40372,40372,134,1949,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,애니메이션,토니 레온디스,"T.J. 밀러,제임스 코든,안나 패리스,패트릭 스튜어트"
18615,18112,섹스 러브 앤 테라피,2015-09-10,50000,50000,5,5,1,1,프랑스,주식회사 풍경소리,청소년관람불가,코미디,토니 마샬,"소피 마르소,패트릭 브루엘"
18616,18113,넘버원,,539000,539000,77,77,1,2,벨기에,0,등급없음,드라마,토니 마샬,"엠마뉴엘 드보스,수잔 클레망,리샤르 베리"
18617,18114,허블 3D,2011-05-05,124793000,124793000,16893,16893,9,389,캐나다,(주)씨제이이엔엠,전체관람가,다큐멘터리,토니 마이어스,레오나르도 디카프리오
18618,18115,애니멀 크래커,2020-08-05,1028859740,1028859740,129688,129688,473,7473,미국,(주)이수C&E,전체관람가,애니메이션,토니 밴크로프트,"존 크래신스키,에밀리 블런트,대니 드비토,이안 맥켈런,실베스터 스탤론"
18619,23381,5번가의 비명,,1240000,1240000,187,187,1,3,,0,청소년관람불가,장르없음,토니 빌,"조디 포스터,팀 로빈스,토드 그라프"
18620,1387,라파예트,2007-08-30,875417500,875417500,133910,133910,134,6495,미국,(주)미로비젼,15세이상관람가,전쟁,토니 빌,"제임스 프랑코,장 르노,제임스 프랭코"
18621,18116,크림슨 타이드,1995-09-08,48000,48000,16,16,1,1,미국,0,15세이상관람가,액션,토니 스콧,"덴젤 워싱턴,진 핵크만,조지 던자"
18622,18117,에너미 오브 스테이트,1998-12-24,57000,57000,19,19,1,1,미국,0,15세이상관람가,액션,토니 스콧,"윌 스미스,진 핵크만,존 보이트"
