영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
쥴리의 육지 대모험,2011-09-08,1295342000,1295342000,191783,191783,192,5371,미국,(주)싸이더스,전체관람가,애니메이션,구 안 호,"김병만,류담,이영아"
거북이들,,8750,8750,7,7,1,2,한국,,,드라마,구교환,"임수형,고보결,구교환"
Dir/Actors 5. 구교환&조현철,,25000,25000,5,5,1,1,한국,,,드라마,"구교환,조성희,조현철,이랑","구교환,조현철"
그녀들의 점심시간,,363000,640000,61,161,1,2,한국,,,다큐멘터리,구대희,
하트스톤,2019-04-25,44441250,46041250,5288,5464,37,458,아이슬란드,아이 엠,12세이상관람가,드라마,구두문두르 아르나르 구드문드손,"발더 아이나르손,블라에 힌릭손"
거미의 눈동자,,398000,398000,61,61,1,2,일본,,,범죄,구로사와 기요시,"아이카와 쇼,오스기 렌"
뱀의 길,,607000,607000,98,98,1,2,일본,,,범죄,구로사와 기요시,"아이카와 쇼,카가와 테루유키,야나기 유레이"
속죄,,1430000,1430000,132,132,1,2,일본,,,드라마,구로사와 기요시,"코이즈미 쿄코,아오이 유우,코이케 에이코,안도 사쿠라,이케와키 치즈루"
회로,,0,1736000,0,302,1,1,일본,,15세관람가,공포(호러),구로사와 기요시,카토 하루히코
해안가로의 여행,,142000,3766000,22,544,1,3,일본,(주)영화사 진진,15세이상관람가,드라마,구로사와 기요시,"후카츠 에리,아사노 타다노부,아오이 유우"
은판 위의 여인,2017-11-30,4172500,4172500,591,591,5,37,프랑스,(주)영화사 안다미로,15세이상관람가,미스터리,구로사와 기요시,"마티유 아말릭,타하르 라힘,올리비에 구르메"
산책하는 침략자,2018-08-16,0,7998900,0,989,1,1,일본,와이드 릴리즈(주),15세이상관람가,드라마,구로사와 기요시,"나가사와 마사미,마츠다 류헤이"
도쿄 소나타,2009-03-19,0,35300400,0,5239,1,1,일본,(주)스폰지이엔티,12세이상관람가,드라마,구로사와 기요시,"코야나기 유우,이노와키 카이,코이즈미 쿄코,카가와 테루유키"
크리피: 일가족 연쇄 실종 사건,2016-08-18,740000,58883900,76,7360,1,3,일본,(주)영화사 진진,청소년관람불가,공포(호러),구로사와 기요시,"니시지마 히데토시,다케우치 유코,카가와 테루유키,카와구치 하루나,히가시데 마사히로,후지노 료코,토다 마사히로,후지노 료코"
스캔들,,20000,20000,5,5,1,2,일본,,,드라마,구로사와 아키라,"미후네 토시로,셜리 야마구치"
백치,,424000,424000,106,106,1,4,일본,,,드라마,구로사와 아키라,"하라 세츠코,모리 마사유키"
츠바키 산주로,,772000,772000,193,193,1,4,일본,,,액션,구로사와 아키라,"미후네 토시로,나카다이 타츠야"
마다다요,,804000,804000,201,201,1,4,일본,,,드라마,구로사와 아키라,"마츠무라 타츠오,카가와 쿄코,이가와 히사시"
들개,,156000,1020000,32,248,1,2,일본,,,드라마,구로사와 아키라,"미후네 토시로,시무라 다케시,아와지 케이코"
숨은 요새의 세 악인,,1112000,1112000,278,278,1,4,일본,,15세관람가,액션,구로사와 아키라,"미후네 토시로,우에하라 미사"
요짐보,,214000,1566000,46,384,1,3,일본,,15세이상관람가,액션,구로사와 아키라,"미후네 토시로,에지로 토노,후지와라 카마타리"
거미의 성,,153000,1617000,32,398,1,2,일본,,,드라마,구로사와 아키라,"미후네 토시로,야마다 이스즈"
천국과 지옥,,60000,1864000,20,471,1,1,일본,,,스릴러,구로사와 아키라,
7인의 사무라이,,3248000,5028000,1634,2079,1,13,일본,,15세이상관람가,드라마,구로사와 아키라,"후지와라 카마타리,츠시마 케이코"
작은 태양,,5663,5663,15,15,1,2,대만,,,애니메이션,구립위,
버클리,,132000,132000,22,22,1,1,대만,,,애니메이션,구립위,
야옹이 바클리,,40873,40873,126,126,1,5,대만,,,애니메이션,구립위,
은지: 돌이킬 수 없는 그녀,2019-12-19,5195800,5195800,570,570,4,29,한국,(주)이놀미디어,청소년관람불가,미스터리,구모,"김유연,김진근,박태건,김봉경,김선윤,김수영,김옥산,김정남,김정환,문경희,박영,박선우,박시완,박정균,박태진,백수민,백승철,서승현,서예나,서예림,성홍일,손주영,오제근,원근자,최루미,이다혜,이상민,허반석,홍유리,주효준,지용후,전서영"
군사통제구역 팔이공지대,2013-07-25,5950000,5950000,813,813,3,14,한국,골든타이드픽처스(주),청소년관람불가,미스터리,구모,"박그리나,조현석,김세문,박형석,이원재,김태헌,하은설"
무수단,2016-03-03,126155400,126155400,15882,15882,228,2422,한국,오퍼스픽쳐스(유),15세이상관람가,미스터리,구모,"이지아,김민준,도지한,김동영,오종혁,박유환,정진,박종찬,정의진,최건,유승원,서현우,이언수,박태건,이민혁"
기억을 만나다,,6839000,6839000,1205,1205,1,29,한국,,12세이상관람가,멜로/로맨스,구범석,"서예지,김정현,동현배,배누리"
지옥행,,0,1750,0,3,1,1,한국,,,애니메이션,구본형,
탐정이 되고 싶어,,3000,59684,12,122,1,2,한국,,,애니메이션,구본형,
고스트 메신저 극장판,2014-05-22,184194000,184194000,23802,23802,81,1211,한국,에이원엔터테인먼트,12세이상관람가,애니메이션,구봉회,"양정화,박성태,은정,정재헌,박지윤,김호성"
하드 로맨티커,2015-06-18,75000,75000,15,15,2,15,일본,스크린조이,청소년관람불가,드라마,구수연,"마츠다 쇼타,나가야마 켄토"
부활,2020-07-09,113296500,113296500,14537,14537,83,2019,한국,(주)중헌홀딩스,전체관람가,다큐멘터리,구수환,
"울지마, 톤즈",2010-09-09,2010000,-1763001796,224,444581,1,3,한국,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,구수환,이금희
말라 노체,2007-03-29,494000,14353000,92,2165,1,5,미국,스폰지,15세이상관람가,드라마,구스 반 산트,"팀 스트리터,더그 쿠에야트"
라스트 데이즈,2006-04-27,414000,45151500,82,6704,1,4,미국,(주)스폰지이엔티,15세관람가,드라마,구스 반 산트,마이클 피트
씨 오브 트리스,2018-05-10,2570000,61131600,514,7601,4,10,미국,(주)영화사오원,12세이상관람가,드라마,구스 반 산트,"매튜 매커너히,나오미 왓츠"
파라노이드 파크,2007-11-22,218000,59136000,46,8549,1,3,프랑스,스폰지,15세이상관람가,범죄,구스 반 산트,"게이브 네빈스,다니엘 리우"
엘리펀트,2004-08-27,1219000,85375500,156,12833,1,6,미국,(주)동숭아트센터,18세관람가,범죄,구스 반 산트,"알렉스 프로스트,에릭 두런"
밀크,2010-02-25,250000,96352000,25,13275,1,1,미국,주식회사 마운틴픽쳐스,15세이상관람가,드라마,구스 반 산트,"숀 펜,조슈 브롤린,에밀 허쉬"
돈 워리,2019-07-25,121994854,121994854,15749,15749,55,963,미국,"그린나래미디어(주),(주)다날엔터테인먼트",15세이상관람가,드라마,구스 반 산트,"호아킨 피닉스,조나 힐,루니 마라,잭 블랙"
프라미스드 랜드,2013-12-12,106000,179445162,17,24069,1,2,미국,CGV아트하우스,12세이상관람가,드라마,구스 반 산트,"맷 데이먼,프란시스 맥도먼드,존 크래신스키"
굿 윌 헌팅,1998-03-21,3079500,363925300,1381,48228,1,24,미국,(주)영화사오원,"15세 미만인 자는 관람할 수 없는 등급 ,15세이상관람가",드라마,구스 반 산트,"맷 데이먼,로빈 윌리엄스"
레스트리스,2011-10-27,48687300,48687300,6313,6313,11,457,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,드라마,"구스 반 산트,앤드류 두선무",미아 와시코브스카
쟈니의 100페소,,300000,300000,60,60,1,1,칠레,,,범죄,구스타보 그래프-마리노,발렌티나 바르가스
2014 베를린 필하모닉 발트뷔네 콘서트,2014-08-04,7383000,7383000,454,454,2,12,독일,(주)쓰리캣프로덕션,전체관람가,공연,구스타보 두다멜,
열두살 샘,2012-04-12,45780500,45780500,6351,6351,15,481,스페인,(주)미디어데이,12세이상관람가,드라마,구스타보 론,"벤 채플린,알렉스 에텔,에밀리아 폭스"
부에노스 아이레스에서 사랑에 빠질 확률,2013-09-12,0,182615500,0,23614,1,1,아르헨티나,(주)영화사 진진,15세이상관람가,코미디,구스타보 타레토,"하비에르 드롤라스,피욜라 로페즈 드 아야라"
사일런트 하우스,2012-12-06,428000,428000,204,204,1,1,우루과이,(주)마인스 엔터테인먼트,청소년관람불가,드라마,구스타보 헤르난데즈,"플로렌시아 콜루치,구스타보 알렌소"
맘모스,,198000,198000,25,25,1,1,프랑스,,15세이상관람가,코미디,"구스타브 드 케르베른,브누아 들레핀","제라르 드빠르디유,이자벨 아자니"
위대한 출발,,267000,267000,34,34,1,2,프랑스,,,코미디,"구스타브 드 케르베른,브누아 들레핀","브누와 뽀엘부르드,알베르 뒤퐁텔,보울리 라너스"
더 길티,2019-03-27,257569700,257569700,30824,30824,108,2493,덴마크,(주)팝엔터테인먼트,12세이상관람가,스릴러,구스타브 몰러,야곱 세데르그렌
셜리에 관한 모든 것,2013-12-26,654000,48095300,89,6395,1,4,오스트리아,(주)영화사 진진,15세이상관람가,드라마,구스타프 도이치,"스테파니 커밍,크리스토프 배치"
"아내, 애인 그리고 맛있는 섹스",2012-04-19,8000,8000,4,4,1,1,콜롬비아,(주)소나무픽쳐스,청소년관람불가,드라마,구아타보 니에토 로아,"말론 모레노,카리나 모라"
엽문 3,2011-04-21,49000,49000,7,7,1,2,홍콩,(주)소나무픽쳐스,15세이상관람가,액션,구예도,"두우항,홍금보,원표"
중환영웅,1991-05-18,60000,60000,12,12,2,12,홍콩,(유)조이앤컨텐츠그룹,"15세이상관람가,중학생이상관람가",코미디,구예도,"유덕화,양조위"
성공작자 2,,254000,254000,37,37,1,2,홍콩,,,드라마,구예도,
아무도 잠들지 마라,2017-08-31,104000,104000,47,47,5,47,홍콩,(주)케이알씨지,15세이상관람가,미스터리,구예도,"임가동,허지안,문영산"
쇼크 웨이브,2017-11-23,2654500,2654500,351,351,4,75,중국,(주)선익필름,15세이상관람가,액션,구예도,"유덕화,강무,송가"
엽문4: 종극일전,2013-06-27,16017000,16017000,2888,2888,5,42,홍콩,(주)소나무픽쳐스,15세이상관람가,드라마,구예도,"황추생,증지위"
탈옥,,4336,4336,16,16,1,2,네덜란드,,,애니메이션,구우스제 카익,
디어 마이 지니어스,2020-10-22,10582400,10582400,1807,1807,14,184,한국,필름다빈,전체관람가,다큐멘터리,구윤주,"구윤영,문선숙,구윤주,구윤희,구민수"
나는 공무원이다,2012-07-12,380000,1538780500,76,217866,1,1,한국,(주)넥스트엔터테인먼트월드(NEW),전체관람가,코미디,구자홍,"윤제문,송하윤,성준,이충직,김희정"
태안,,1058000,1058000,145,145,1,2,한국,,15세이상관람가,다큐멘터리,구자환,
해원,2018-05-10,9788460,9788460,1589,1589,22,280,한국,레드무비,15세이상관람가,다큐멘터리,구자환,"김현선,김동주,김종현,김창후,박정희,박종훈,최병환"
레드 툼,2015-07-09,15805000,17027000,2514,2737,13,232,한국,(주)따미픽쳐스,15세이상관람가,다큐멘터리,구자환,"김원규,김주완,김형렬,박영대,윤명호,이재근,정방수,조현기"
쾌락지구X,2015-06-24,300000,300000,60,60,1,1,홍콩,씨네그루(주)다우기술,청소년관람불가,드라마,구작문,"하호문,원가민,하패유"
여자 하숙집 4,2020-11-10,6000,6000,1,1,1,1,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,구재은,
외출 3,2020-09-28,672000,672000,134,134,19,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,구재은,
제15회 미쟝센 단편영화제 4만번의 구타 1,,1445000,1445000,242,242,1,2,한국,,,액션,"구지현,현조,윤성준,김건",
몬몬몬 몬스터,2018-07-12,62000,27701200,10,3436,1,8,대만,주식회사 더쿱,15세이상관람가,공포(호러),구파도,
"그 시절, 우리가 좋아했던 소녀",2012-08-22,19564000,358277770,3876,50621,31,446,대만,"(주)이놀미디어,(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),(주)미로비젼,(주)박수엔터테인먼트",15세이상관람가,멜로/로맨스,구파도,"가진동,진연희,언승우"
다우더,2014-11-06,1000,27280800,1,3789,1,1,한국,어뮤즈,15세이상관람가,가족,구혜선,"심혜진,구혜선,현승민,윤다경,권범택"
복숭아나무,2012-10-31,159000,240262112,18,33902,1,1,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로/로맨스,구혜선,"조승우,류덕환,남상미,이윤범,신혜정,백도겸,최다니엘"
공범,2013-10-24,-551791006,-551791006,1766285,1766285,611,51425,한국,(주)씨제이이엔엠,15세이상관람가,스릴러,국동석,"손예진,김갑수,임형준,이규한,조안,강신일,유원선,이선아,장루비,최단비,함채영,김광규,박사랑,임종윤,유지연,박지연,김승훈,정민성"
힐링캠프-한세상 무삭제,2017-07-27,2000,2000,1,1,1,1,한국,(주)콘텐츠윙,청소년관람불가,드라마,국만중,
힐링캠프 : 한 세상,2017-06-22,878000,878000,176,176,20,20,한국,THE 픽쳐스,청소년관람불가,멜로/로맨스,국만중,"양민우,진달래,윤정희,이상수,이성훈,이슬"
원정여행,2017-08-31,937000,937000,177,177,20,20,한국,THE 픽쳐스,청소년관람불가,멜로/로맨스,국만중,박주빈
더티웨딩,2018-08-16,991000,991000,178,178,20,20,한국,(주)콘텐츠윙,청소년관람불가,멜로/로맨스,국만중,박주빈
폭풍정사,2015-07-29,270000,270000,54,54,1,1,한국,위드 라이언 픽쳐스,청소년관람불가,멜로/로맨스,국영수,"채린,신상록,한상호"
"군나르, 신을 찾아가다",,108500,108500,25,25,1,2,노르웨이,,,다큐멘터리,군나르 할 옌센,
내 나이가 어때서,,36000,36000,8,8,1,1,노르웨이,,,다큐멘터리,군힐 베스타겐 망노르,
나지하의 봄,,13500,13500,3,3,1,1,네덜란드,,,다큐멘터리,굴사 도간,
작적: 사라진 왕조의 비밀,2018-05-09,6000,6000,1,1,1,1,중국,(주)누리픽쳐스,15세이상관람가,액션,궈징밍,"판빙빙,크리스"
22,2018-08-14,18668000,18685500,2434,2438,31,315,한국,메가박스중앙(주)플러스엠,전체관람가,다큐멘터리,궈커,"박차순,린아이란,리메이진"
"1991, 봄",2018-10-31,1805500,44668250,399,6106,2,39,한국,(주)인디플러그,12세이상관람가,다큐멘터리,권경원,"강기훈,김규환,김미진,김지연,김진숙,이서연,이서연,이수빈,이지혜,이채훈,이한솔,최은희"
인디다큐페스티발2016 국내신작전 11,,655000,655000,131,131,1,2,한국,,,다큐멘터리,"권라임,김건영,문종현,배혜원,오온유,임정서,권진경,고재홍",
배구레슨,,66933,66933,67,67,1,3,한국,,,드라마,권만기,
호흡,2019-12-19,10661160,10661160,1418,1418,22,227,한국,(주)영화사 그램,15세이상관람가,드라마,권만기,"윤지혜,김대건,김수현,김가영,곽자형,유정호,정우혁,이선주,안민영,김권,박근록,조하영,강혁일,주하,신동력,유대형,유승현,김병수,이도형,한나라,전누리,정탁,박다정,정욱,한인미,임세민,장정미,이주환,염현순,정혜란,이원준,김성빈,한상철,강규현,이진호,손기호,조혜훈,박상준,김진영,정재혁,정재혁,김승우,김승우,양수호,이슬기,윤승용,김민기,오영민,고동균,권혁범,김윤정,김용식,류대현,권종훈,이진섭,이형우,김태현,이수아,최만성,허건,김준,전삼분,박점순,이은주,김수민,김윤혜,김인선,김현정"
그빨로,2016-06-03,1513000,1513000,284,284,20,55,한국,THE 픽쳐스,청소년관람불가,스릴러,권만회,"서하,김정수,이지완,한병진"
야동보기 좋은 날,2016-08-08,150000,150000,25,25,1,5,한국,주식회사 씨엠닉스,15세이상관람가,코미디,권문선,"김현목,이인선,이기환,최태주,장인보,백인우,신여울,이동희"
울타리를 없애야 해,,300,300,1,1,1,1,한국,,,애니메이션,권미정,
수달 이야기,,4375,4375,7,7,1,2,한국,,,애니메이션,권미정,
6회 이주민영화제_꿈꾸는 사람들 2,,795000,795000,159,159,1,2,한국,,12세이상관람가,드라마,"권미정,강이관,부지영",
여자전쟁: 봉천동 혈투,2016-07-14,1534000,1534000,291,291,21,21,한국,TCO(주)더콘텐츠온,청소년관람불가,드라마,권성국,"태미,최종원,이병준,최종훈,윤성민,이수진,이윤정"
형,2016-11-23,2328000,1658370213,194,2982514,1,1,한국,(주)씨제이이엔엠,12세이상관람가,코미디,권수경,"조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈,손산,김강현,권범택"
남도의 백합화,,128000,128000,64,64,1,4,한국,,,다큐멘터리,권순도,
독도의 영웅들,2016-02-18,11203000,11203000,2414,2414,4,51,한국,퓨어웨이픽쳐스,12세이상관람가,다큐멘터리,권순도,"김승헌,김찬형,김철민,박지현,왕진성,정수환,채종규"
달콤씁쓸한 인생,,92521,92521,131,131,1,2,한국,,,코미디,권순중,
꼭두각시,2013-06-20,1845000,229786500,915,32628,1,12,한국,(주)인벤트스톤,청소년관람불가,공포(호러),권영락,"이종수,구지성,원기준"
표류도,1960-12-17,1194000,1194000,597,597,1,9,한국,,,멜로/로맨스,권영순,"문정숙,김진규"
진시황제와 만리장성,,970000,1831000,505,942,1,13,한국,,,드라마,권영순,"김진규,김지미,김승호,박노식"
흙,1960-01-28,2884000,2884000,1437,1437,1,14,한국,,,멜로/로맨스,권영순,"문정숙,김진규"
질식,,373408,373408,224,224,1,4,한국,센트럴파크,,드라마,권오광,"장윤실,오창경,이세랑"
돌연변이,2015-10-22,748936684,748936684,100543,100543,399,6828,한국,필라멘트픽쳐스,12세이상관람가,드라마,권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연,이세랑,강진아,임성미,이창훈,장준휘,손성찬,정인기,오창경,전운종,주광현"
타짜: 원 아이드 잭,2019-09-11,-1787345266,-1787345266,2229281,2229281,1429,66480,한국,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,범죄,권오광,"박정민,류승범,최유화,우현,윤제문,이광수,임지연,권해효,이창훈,오동민,장준휘,오혜원,여이레,이홍내,이상희,김예은,신문성,이윤상,유정호,남진복,박혁민,황재열,최원,임현성,서정연,이지훈,현봉식,최재현,오동민,김창환,오봄길,박경근,김형묵,유정호,김태준,유상훈,이택근,오경민,김철환,박규선,진모,류효정,오누리,박무영,이규호,지희제,박상규,김세인,홍주형,한동원,현오봉,이홍내,황재열,백예현,박지한,서승교,신민서,김종숙,권혁준,오태은,최남욱,김남훈,최현수,김준희,김성강,이무녕,남승화,박대성,윤영걸,황재명,이장원,이명엽,이정훈,차시연,노승은,김대한,곽기훈,고주선,서윤하,김진옥,김영희,김윤숙,김유영,최희영,정유준,김혜지,김성수,김태현,안상은,정세희,이시안,지수,안소미,김이슬,라일라,태지우,장규미,최윤빈,조기태,김창조,윤종인,노진영,방태현,임효진,김광수,원탐슬,김정남,이경수,김민광,박동훈,김주승,최명빈,홍예서,김희원,배유람,최재환,이창희,주진모,최동훈,김인애,박지은,윤금선아"
농가일기,,5000,5000,1,1,1,1,한국,시네마달,12세관람가,다큐멘터리,권우정,이근혁
까치발,2021-06-03,2426000,2426000,476,476,2,6,한국,(주)시네마달,12세이상관람가,다큐멘터리,권우정,
땅의 여자,2010-09-09,28000,16468700,5,2418,1,3,한국,시네마달,전체관람가,다큐멘터리,권우정,"소희주,변은주,강선희,김민환,김남영,이효남,김연숙"
오디오 비주얼 필름 크리틱 : 봉준호의 영화 세계,,660000,660000,132,132,1,2,한국,,,다큐멘터리,권은혜,
특별수사: 사형수의 편지,2016-06-16,2337000,1342349473,1166,1243065,1,17,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈,민진웅,홍기준,곽자형"
종로3가역2번출구,2017-12-07,67000,143000,26,44,1,25,한국,주식회사 씨엠닉스,청소년관람불가,드라마,권중목,"상훈,손하경,김찬형,박상아,서영주,전지수,김부영,김찬형,주원규,한태경"
서울야행,2016-05-05,355000,355000,53,53,3,20,한국,주식회사 씨엠닉스,15세이상관람가,코미디,권중목,"상훈,이우림,서혜림,이상현,권중목"
"실론, 세렌디피티",2015-12-14,900400,900400,136,136,1,17,한국,주식회사 씨엠닉스,15세이상관람가,드라마,권중목,"김민체,권중목,이민서,전다솔,김소연,박진국,정현우,구준희,차승기,이종선,배현경,염문경,전희련,최영미,권문선,권정수,장해숙,송성해,이지연,최종문,이재훤,승의열,윤광현,이문주"
오아시스 세탁소,2018-05-09,827500,827500,325,325,1,24,한국,주식회사 씨엠닉스,12세이상관람가,드라마,권중목,"조준형,문상희,정래석,이재훤,정혜지,이혜성,차명욱,최상민,김명애,김양지,허정진,김예원,이창배,김나경,김강수,김나경,김나연,김민수,김민지,김소영,김유나,김은빈,김지웅,김정은,김진아,김현옥,박소희,박은미,박현주,신서영,신아라,이산,이나경,이민영,이보람,이윤정,이지은,이지은,이하은,이희연,최영심,최윤영,최지원,홍수현"
뜨거운 것이 좋아,2008-01-17,204000,-504286296,102,578834,1,9,한국,(주)시네마서비스,15세이상관람가,드라마,권칠인,"이미숙,김민희,안소희,김성수,김준성,송지혜,조영수,한혜진,함현주,김경형,이혜연,김선호,이훈희,정인화,이은성,박광정,오연아"
관능의 법칙,2014-02-13,1563804204,1563804204,781516,781516,591,30630,한국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,권칠인,"엄정화,문소리,조민수,이경영,이성민,이재윤,백동훈,전민혁,오상진,차수보,황정현,김용식,김재혁,김지은,조우진,최무성,진선규,권해효,곽자형"
원더풀 라디오,2012-01-05,-1334336592,-1334336592,986287,986287,474,29204,한국,(주)쇼박스,15세이상관람가,드라마,권칠인,"이민정,이정진,이광수,서영,황보현,이범규,박지연,서미래,김병옥,조우진,김해숙,김창완,지대한,안미나,우상기,박지연,정인기"
그 사람 그 사랑 그 세상,2014-11-20,120000,303043000,60,42397,1,4,한국,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기"
일사각오,2016-03-17,116000,682697500,58,94825,1,6,한국,파이오니아21,12세이상관람가,드라마,"권혁만,고문안","이지형,설지윤,서광재,차영우"
기러기 아빠,,848000,12172500,424,6082,1,30,한국,,,드라마,권혁진,"신영균,윤정희"
탈선derailed,,645000,645000,128,128,1,3,한국,,,다큐멘터리,권현준,
안녕,,32352,32352,78,78,1,4,한국,,전체관람가,애니메이션,권현화,
함정,2015-09-10,2090877200,2090877200,257990,257990,445,10899,한국,(주)인벤트스톤,청소년관람불가,스릴러,권형진,"마동석,조한선,김민경,지안,이정원,최선주,하태웅,김동현,윤주,권범택"
사람이 미래다?,,87000,87000,29,29,1,2,한국,,,다큐멘터리,"권혜미,조예환",
사이코메트리,2013-03-07,-316472167,-316472167,534273,534273,429,23487,한국,(주)씨제이이엔엠,청소년관람불가,미스터리,권호영,"김강우,김범,박혁권,이준혁,서현철,박성웅,박병렬,박은영,서왕석,박주형,정윤선,유재상,윤박,서영화,유승목,이솜,오희준,손산,박성연,정종열,최교식,김기천,박서연"
그리고 싶은 것,2013-08-15,39500,31367800,13,5029,1,5,한국,(주)시네마달,전체관람가,다큐멘터리,권효,"권윤덕,심달연,세이조 타시마,케이코 하마다,김여진"
무림9대문파-항하살수,2017-08-17,117000,117000,48,48,5,48,중국,(주)케이알씨지,15세이상관람가,액션,귀아광,
위대한 유산,2015-03-12,36000,9288000,18,592,1,4,영국,(주)케빈앤컴퍼니,12세이상관람가,공연,그라함 맥라렌,크리스토퍼 엘리슨
스텝 바이 스텝,2018-10-11,8443050,8443050,1109,1109,16,182,프랑스,(주)에스와이코마드,15세이상관람가,드라마,"그랜드 콥스 마라드,메흐디 이디르","파블로 폴리,무사 만살리,프랑크 팔리스,나일리아 아르준,수피안 게라브"
두 개이지 않은 성,,292000,292000,51,51,1,5,뉴질랜드,,,다큐멘터리,그랜트 러후드,
먹을래? 먹을래!,,46500,46500,10,10,1,1,캐나다,,,다큐멘터리,그랜트 볼드윈,
초(민망한)능력자들,2011-07-07,136718000,136718000,18210,18210,64,1127,미국,팝엔터테인먼트,12세이상관람가,코미디,그랜트 헤스로브,"조지 클루니,이완 맥그리거,케빈 스페이시,제프 브리지스"
언싱커블,2014-04-23,344000,344000,43,43,1,1,미국,㈜코리아스크린,청소년관람불가,드라마,그레고 조단,"사무엘 L. 잭슨,캐리 앤 모스,마이클 쉰"
헬로우 평양,2019-09-26,6895140,6895140,967,967,12,123,독일,(주)다자인소프트,전체관람가,다큐멘터리,"그레고르 뮐러,앤 르왈드","그레고르 뮐러,앤 르왈드"
클라우드,2011-07-14,37119500,37119500,4870,4870,17,331,독일,주식회사 마운틴픽쳐스,15세이상관람가,드라마,그레고르 쉬니츠러,"파울라 칼렌버그,프란츠 딘다"
내 머릿속의 카메라,,28400,28400,121,121,1,1,프랑스,,,애니메이션,"그레고리 다무어,막시메 앙트앙지,안토니 질레스,알랑 셀리에",
스테이지 도어,,104000,104000,22,22,1,3,미국,,,코미디,그레고리 라 카바,
마이 맨 갓프리,,48000,244000,24,122,1,2,미국,,,코미디,그레고리 라 카바,"윌리엄 파웰,캐롤 롬바드"
인터멧조,,1351000,5581000,673,2778,1,28,미국,,,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
"역동적인 지구 시각화: 코로나 질량 방출과 바다, 바람의 순환",,10620,10620,64,64,1,2,미국,,,애니메이션,그레고리 쉬라,
헬 페스트,2018-12-13,16378800,16378800,2047,2047,82,533,미국,(주)삼백상회,15세이상관람가,공포(호러),그레고리 플로킨,"에이미 포사이스,레인 에드워즈,로비 아탈"
파라노말 액티비티: 더 고스트 디멘션,2016-04-21,454055200,454055200,54972,54972,353,5654,미국,(주)박수엔터테인먼트,15세이상관람가,미스터리,그레고리 플로킨,"크리스 J. 머레이,브릿 쇼,아이비 조지"
S걸의 덫,2018-04-10,1000,1000,1,1,1,1,브라질,(주)케이알씨지,청소년관람불가,멜로/로맨스,그레고리 하타나카,
누가 오래 버티나,,0,122630,0,175,1,2,스페인,,,애니메이션,그레고리오 무로,
영주의 애인,2014-04-17,8000,8000,1,1,1,1,프랑스,(주)누리픽쳐스,청소년관람불가,드라마,그레니오 봉데,"조나단 리스 마이어스,나탈리아 보디아노바,에드 스토파드"
셜록: 죽음의 덫,2016-07-14,5000,5000,1,1,1,1,미국,(주)시네마리퍼블릭,15세이상관람가,범죄,그레이엄 데이크스튼,"제임스 다시,빈센트 도노프리오,가브리엘 앤워"
윌리엄 텔,2014-11-22,6905000,6905000,453,453,6,56,독일,(주)쓰리캣프로덕션,전체관람가,공연,그레이엄 빅,"니콜라 알라이모,시모네 알버기니,아만다 포사이스,루카 티토토,후안 디에고 플로레즈"
피가로의 결혼,2020-05-01,13695500,13695500,530,530,11,74,이탈리아,일미디어,12세이상관람가,공연,그레이엄 빅,
아이다,2012-12-22,76757500,93472000,3364,3963,21,122,독일,(주)케빈앤컴퍼니,전체관람가,공연,그레이엄 빅,
박스트롤,2014-11-06,731976100,731976100,102682,102682,346,3577,미국,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"그레이엄 애나블,안소니 스타치","엘르 패닝,사이먼 페그,토니 콜렛,아이작 햄스터드 라이트,벤 킹슬리"
레이디 버드,2018-04-04,2285500,830615200,302,102083,1,5,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,코미디,그레타 거윅,"시얼샤 로넌,로리 멧칼프,트레이시 렛츠"
작은 아씨들,2020-02-12,-1306057262,-1306057262,864782,864782,1105,59781,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,드라마,그레타 거윅,"시얼샤 로넌,엠마 왓슨,플로렌스 퓨,엘리자 스캔런,로라 던,티모시 샬라메,메릴 스트립"
